player_key,player,squad,src_league,pos,season,age,n_real_seasons,forecast_1y_eur,forecast_2y_eur
johan mojica,Johan Mojica,Getafe,ESP1,MF,2026-27,34.0,9,727122.0,510765.0
johan vasquez,Johan Vasquez,Genoa,ITA1,DF,2026-27,28.0,6,7545241.0,5708458.0
johaneko louis jean,Johaneko Louis Jean,Bordeaux,FRA1,MF,2021-22,17.0,1,854953.0,1200000.0
johann berg gudmundsson,Jóhann Berg Guðmundsson,Burnley,ENG1,MF,2023-24,32.0,3,956173.0,763256.0
johann lepenant,Johann Lepenant,Nantes,FRA1,FW,2025-26,23.0,4,6827069.0,6933786.0
johannes eggestein,Johannes Eggestein,St Pauli,GER1,FW,2024-25,26.0,2,3161383.0,3233682.0
john,John,Nottingham,ENG1,GK,2025-26,29.0,1,3998014.0,3275223.0
john boye,John Boye,Metz,FRA1,DF,2020-21,33.0,1,730481.0,545586.0
john brooks,John Brooks,Hoffenheim,GER1,DF,2023-24,30.0,4,3054616.0,2322946.0
john donald,John Donald,Elche,ESP1,DF,2025-26,24.0,1,1879926.0,2143968.0
john egan,John Egan,Sheffield United,ENG1,DF,2023-24,30.0,2,3319490.0,2493083.0
john fleck,John Fleck,Sheffield United,ENG1,MF,2023-24,31.0,2,1137443.0,955422.0
john guidetti,John Guidetti,Alavés,ESP1,FW,2021-22,29.0,2,1226675.0,1245188.0
john joe,John Joe,Getafe,ESP1,MF,2024-25,20.0,2,1810359.0,2382835.0
john lundstram,John Lundstram,Sheffield United,ENG1,MF,2020-21,26.0,1,6434016.0,5684336.0
john mcginn,John McGinn,Aston Villa,ENG1,MF,2026-27,32.0,7,7070144.0,4180502.0
john ruddy,John Ruddy,Wolves,ENG1,GK,2021-22,34.0,2,378993.0,313093.0
john stones,John Stones,Inter,ITA1,DF,2026-27,32.0,7,7815101.0,4442255.0
john tolkin,John Tolkin,Holstein Kiel,GER1,MF,2024-25,22.0,1,3750698.0,4211642.0
john yeboah,John Yeboah,Venezia,ITA1,FW,2026-27,26.0,2,4653576.0,4491802.0
johnny cardoso,Johnny Cardoso,Atlético Madrid,ESP1,MF,2026-27,25.0,4,17818106.0,14164054.0
jokin ezkieta,Jokin Ezkieta,Athletic Club,ESP1,GK,2020-21,23.0,1,787706.0,1058453.0
jon ander garrido,Jon Ander Garrido,Cádiz,ESP1,MF,2020-21,30.0,1,905059.0,845496.0
jon aramburu,Jon Aramburu,Real Sociedad,ESP1,DF,2026-27,24.0,4,10612623.0,9335726.0
jon bautista,Jon Bautista,Real Sociedad,ESP1,FW,2021-22,26.0,2,1470068.0,1686703.0
jon gorrotxategi,Jon Gorrotxategi,Real Sociedad,ESP1,MF,2026-27,24.0,2,20048090.0,16332154.0
jon guridi,Jon Guridi,Sevilla,ESP1,MF,2026-27,31.0,6,1271602.0,1050397.0
jon karrikaburu,Jon Karrikaburu,Real Sociedad,ESP1,FW,2025-26,22.0,3,3282983.0,3823030.0
jon magunazelaia,Jon Magunazelaia,Real Sociedad,ESP1,MF,2024-25,23.0,2,1223219.0,1573356.0
jon martin,Jon Martin,Real Sociedad,ESP1,DF,2026-27,20.0,4,16075438.0,15029823.0
jon moncayola,Jon Moncayola,Osasuna,ESP1,MF,2026-27,28.0,7,5564161.0,4504134.0
jon morcillo,Jon Morcillo,Athletic Club,ESP1,MF,2022-23,23.0,3,4775283.0,5007230.0
jon pacheco,Jon Pacheco,Alavés,ESP1,DF,2025-26,24.0,6,3981712.0,4057496.0
jonah kusi asare,Jonah Kusi-Asare,Bayern Munich,GER1,FW,2025-26,18.0,3,3794096.0,4599874.0
jonas adjetey,Jonas Adjetey,Wolfsburg,GER1,DF,2025-26,21.0,1,6648948.0,6932361.0
jonas dirkner,Jonas Dirkner,Hertha BSC,GER1,MF,2020-21,18.0,1,600000.0,800000.0
jonas fohrenbach,Jonas Föhrenbach,Heidenheim,GER1,DF,2025-26,29.0,3,1167676.0,1097624.0
jonas hector,Jonas Hector,Köln,GER1,DF,2022-23,32.0,3,2178925.0,1500082.0
jonas hofmann,Jonas Hofmann,Leverkusen,GER1,MF,2026-27,34.0,7,1230832.0,798959.0
jonas lossl,Jonas Lössl,Brentford,ENG1,GK,2021-22,32.0,1,1040004.0,860359.0
jonas martin,Jonas Martin,Brest,FRA1,MF,2024-25,34.0,5,586457.0,425457.0
jonas meffert,Jonas Meffert,Hamburger SV,GER1,MF,2025-26,30.0,1,1003017.0,922674.0
jonas michelbrink,Jonas Michelbrink,Hertha BSC,GER1,MF,2020-21,19.0,1,1275124.0,1799880.0
jonas omlin,Jonas Omlin,Gladbach,GER1,GK,2024-25,30.0,6,3674489.0,2873485.0
jonas ramalho,Jonás Ramalho,Osasuna,ESP1,DF,2021-22,28.0,2,1016133.0,1038495.0
jonas urbig,Jonas Urbig,Bayern Munich,GER1,GK,2025-26,21.0,2,13645863.0,12494908.0
jonas wind,Jonas Wind,Wolfsburg,GER1,FW,2025-26,26.0,5,8312441.0,7354804.0
jonathan asp jensen,Jonathan Asp Jensen,Bayern Munich,GER1,FW,2023-24,17.0,1,2229246.0,2938949.0
jonathan bamba,Jonathan Bamba,Celta Vigo,ESP1,MF,2024-25,28.0,5,6223172.0,4953722.0
jonathan burkardt,Jonathan Burkardt,Frankfurt,GER1,FW,2026-27,26.0,7,20296692.0,15707725.0
jonathan calleri,Jonathan Calleri,Osasuna,ESP1,FW,2020-21,26.0,1,5365863.0,5069854.0
jonathan clauss,Jonathan Clauss,Nice,FRA1,DF,2026-27,34.0,7,2497802.0,1421576.0
jonathan delaplace,Jonathan Delaplace,Lorient,FRA1,DF,2020-21,34.0,1,347239.0,265693.0
jonathan dubasin,Jonathan Dubasin,Osasuna,ESP1,MF,2026-27,26.0,1,4649388.0,4312770.0
jonathan gradit,Jonathan Gradit,Lens,FRA1,DF,2026-27,34.0,7,1264409.0,796985.0
jonathan iglesias,Jonathan Iglesias,Clermont Foot,FRA1,MF,2021-22,33.0,1,559922.0,446193.0
jonathan ikone,Jonathan Ikone,Paris FC,FRA1,MF,2026-27,28.0,8,4810968.0,3980331.0
jonathan panzo,Jonathan Panzo,Dijon,FRA1,DF,2020-21,20.0,1,5079385.0,5644882.0
jonathan rowe,Jonathan Rowe,Atalanta,ITA1,FW,2026-27,23.0,5,20214622.0,17445645.0
jonathan schmid,Jonathan Schmid,Freiburg,GER1,DF,2022-23,32.0,3,955130.0,744153.0
jonathan silva,Jonathan Silva,Getafe,ESP1,DF,2021-22,27.0,1,2353671.0,2247041.0
jonathan tah,Jonathan Tah,Bayern Munich,GER1,DF,2026-27,30.0,7,14550375.0,8755262.0
jonathan varane,Jonathan Varane,Lens,FRA1,MF,2021-22,20.0,1,900000.0,1200000.0
jonathan viera,Jonathan Viera,Almería,ESP1,MF,2023-24,33.0,2,817978.0,615807.0
jones el abdellaoui,Jones El-Abdellaoui,Celta Vigo,ESP1,FW,2026-27,20.0,2,8909051.0,9297795.0
jonjo shelvey,Jonjo Shelvey,Newcastle,ENG1,MF,2022-23,30.0,4,6861726.0,4730475.0
jonjoe kenny,Jonjoe Kenny,Hertha BSC,GER1,DF,2022-23,25.0,3,4284597.0,4136201.0
jonny evans,Jonny Evans,Manchester Utd,ENG1,DF,2024-25,36.0,5,789865.0,442034.0
jony,Jony,Osasuna,ESP1,MF,2020-21,29.0,1,2786158.0,2351329.0
jony alamo,Jony Álamo,Elche,ESP1,MF,2020-21,18.0,1,3925433.0,4739138.0
jordan amavi,Jordan Amavi,Brest,FRA1,DF,2024-25,30.0,5,1680252.0,1397637.0
jordan ayew,Jordan Ayew,Leicester City,ENG1,MF,2024-25,32.0,6,1914207.0,1376908.0
jordan beyer,Jordan Beyer,Burnley,ENG1,DF,2023-24,23.0,3,7260144.0,7024029.0
jordan clark,Jordan Clark,Luton Town,ENG1,MF,2023-24,29.0,1,1402492.0,1311970.0
jordan ferri,Jordan Ferri,Montpellier,FRA1,MF,2024-25,32.0,5,1882070.0,1357234.0
jordan henderson,Jordan Henderson,Brentford,ENG1,MF,2025-26,35.0,4,1373332.0,799920.0
jordan holsgrove,Jordan Holsgrove,Celta Vigo,ESP1,MF,2020-21,20.0,1,600000.0,800000.0
jordan larsson,Jordan Larsson,Schalke 04,GER1,MF,2022-23,25.0,1,7417792.0,6724945.0
jordan lefort,Jordan Lefort,Angers,FRA1,DF,2026-27,33.0,3,688868.0,519052.0
jordan lotomba,Jordan Lotomba,Nice,FRA1,MF,2024-25,26.0,5,6535961.0,5760802.0
jordan marie,Jordan Marie,Dijon,FRA1,MF,2020-21,29.0,1,1208631.0,1156134.0
jordan pefok,Jordan Pefok,Union Berlin,GER1,FW,2024-25,28.0,3,3233239.0,2996817.0
jordan pickford,Jordan Pickford,Everton,ENG1,GK,2026-27,32.0,7,8484182.0,5122928.0
jordan tell,Jordan Tell,Clermont Foot,FRA1,MF,2021-22,24.0,1,1376096.0,1675455.0
jordan torunarigha,Jordan Torunarigha,Hamburger SV,GER1,DF,2026-27,29.0,4,3036492.0,2473124.0
jordan veretout,Jordan Veretout,Lyon,FRA1,MF,2024-25,31.0,5,5683228.0,3750255.0
jordan zemura,Jordan Zemura,Udinese,ITA1,DF,2025-26,26.0,4,4213636.0,3886685.0
jordi,Jordi,Getafe,ESP1,MF,2023-24,22.0,1,1448504.0,1876022.0
jordi alba,Jordi Alba,Barcelona,ESP1,DF,2022-23,33.0,3,4888818.0,2745485.0
jordi masip,Jordi Masip,Valladolid,ESP1,GK,2022-23,33.0,2,756698.0,609781.0
jordi mboula,Jordi Mboula,Verona,ITA1,FW,2023-24,24.0,2,1867378.0,2232131.0
jordi osei tutu,Jordi Osei-Tutu,Bochum,GER1,MF,2022-23,23.0,1,1995641.0,2385165.0
jordy makengo,Jordy Makengo,Freiburg,GER1,DF,2026-27,25.0,4,5257914.0,4922317.0
jorge cabello,Jorge Cabello,Levante,ESP1,DF,2025-26,21.0,1,1877070.0,2365918.0
jorge cestero,Jorge Cestero,Real Madrid,ESP1,MF,2025-26,19.0,1,7755555.0,8350163.0
jorge cuenca,Jorge Cuenca,Fulham,ENG1,DF,2026-27,27.0,6,5637239.0,4720995.0
jorge de frutos,Jorge de Frutos,Rayo Vallecano,ESP1,MF,2026-27,29.0,6,5446343.0,4156692.0
jorge dominguez,Jorge Domínguez,Atlético Madrid,ESP1,DF,2026-27,17.0,1,7320082.0,8021532.0
jorge herrando,Jorge Herrando,Osasuna,ESP1,DF,2026-27,25.0,5,2939921.0,3003056.0
jorge mere,Jorge Meré,Cádiz,ESP1,DF,2023-24,26.0,4,1819724.0,1903818.0
jorge miramon,Jorge Miramón,Levante,ESP1,DF,2021-22,32.0,2,1320493.0,980019.0
jorge molina,Jorge Molina,Granada,ESP1,FW,2021-22,39.0,2,587218.0,300101.0
jorge montes,Jorge Montes,Getafe,ESP1,DF,2025-26,21.0,1,150000.0,200000.0
jorge moreno,Jorge Moreno,Osasuna,ESP1,DF,2023-24,22.0,1,1253426.0,1631602.0
jorge pombo,Jorge Pombo,Cádiz,ESP1,MF,2020-21,26.0,1,1758262.0,1887083.0
jorge pulido,Jorge Pulido,Huesca,ESP1,DF,2020-21,29.0,1,2138585.0,1835850.0
jorge saenz,Jorge Sáenz,Leganés,ESP1,DF,2024-25,27.0,1,2084291.0,2026477.0
jorgen strand larsen,Jørgen Strand Larsen,Crystal Palace,ENG1,FW,2026-27,26.0,5,29017500.0,21284469.0
jorginho,Jorginho,Arsenal,ENG1,MF,2024-25,32.0,6,8208352.0,4746046.0
joris chotard,Joris Chotard,Brest,FRA1,MF,2026-27,25.0,7,7107824.0,6485320.0
jorrel hato,Jorrel Hato,Chelsea,ENG1,MF,2026-27,20.0,2,32034682.0,27401305.0
josan,Josan,Elche,ESP1,DF,2026-27,37.0,5,58983.0,43984.0
joscha wosz,Joscha Wosz,RB Leipzig,GER1,MF,2021-22,19.0,2,770874.0,1173438.0
jose angel,José Ángel,Osasuna,ESP1,DF,2021-22,31.0,1,373546.0,362058.0
jose antonio miranda,José Antonio Miranda,Getafe,ESP1,MF,2020-21,22.0,1,600000.0,800000.0
jose arnaiz,José Arnaiz,Osasuna,ESP1,MF,2024-25,29.0,2,1583862.0,1454850.0
jose callejon,José Callejón,Granada,ESP1,MF,2023-24,36.0,3,386453.0,247111.0
jose campana,José Campaña,Las Palmas,ESP1,MF,2024-25,31.0,4,1267595.0,1047583.0
jose carlos gonzalez,José Carlos González,Las Palmas,ESP1,MF,2024-25,18.0,1,1244789.0,1785362.0
jose carlos lazo,José Carlos Lazo,Espanyol,ESP1,MF,2022-23,26.0,2,2812940.0,2813561.0
jose fontan,José Fontán,Celta Vigo,ESP1,DF,2021-22,21.0,2,750904.0,1085895.0
jose fonte,Jose Fonte,Lille,FRA1,DF,2022-23,39.0,3,300599.0,141038.0
jose gaya,Jose Gaya,Valencia,ESP1,DF,2026-27,31.0,1,2888258.0,2059806.0
jose gragera,José Gragera,Espanyol,ESP1,MF,2024-25,23.0,1,3167882.0,3532661.0
jose izquierdo,José Izquierdo,Brighton,ENG1,FW,2020-21,28.0,1,4115961.0,3679329.0
jose juan macias,José Juan Macías,Getafe,ESP1,FW,2021-22,21.0,1,7516941.0,7905544.0
jose luis gaya,José Luis Gayà,Valencia,ESP1,DF,2025-26,30.0,6,6795536.0,4583700.0
jose luis morales,José Luis Morales,Levante,ESP1,MF,2025-26,38.0,5,214794.0,121743.0
jose luis palomino,Jose Luis Palomino,Cagliari,ITA1,DF,2024-25,34.0,5,826694.0,555378.0
jose mari,José Mari,Cádiz,ESP1,MF,2023-24,35.0,4,173263.0,137669.0
jose maria gimenez,José María Giménez,Atlético Madrid,ESP1,DF,2025-26,30.0,6,10941913.0,6871560.0
jose pozo,José Pozo,Rayo Vallecano,ESP1,FW,2023-24,27.0,3,1271256.0,1424717.0
jose sa,José Sá,Wolves,ENG1,GK,2025-26,32.0,5,4289673.0,2869196.0
jose salinas,José Salinas,Espanyol,ESP1,DF,2025-26,24.0,1,2984196.0,3175426.0
joseba zaldua,Joseba Zaldúa,Cádiz,ESP1,DF,2023-24,31.0,4,1474680.0,1163265.0
joselu,Joselu,Real Madrid,ESP1,FW,2023-24,33.0,4,2953672.0,2018840.0
joselu perez,Joselu Pérez,Getafe,ESP1,DF,2025-26,21.0,1,600000.0,800000.0
josema,Josema,Elche,ESP1,DF,2021-22,25.0,2,1231106.0,1432944.0
josep martinez,Josep Martinez,Inter,ITA1,GK,2026-27,28.0,6,7057916.0,5605147.0
joseph aidoo,Joseph Aidoo,Celta Vigo,ESP1,DF,2025-26,29.0,7,1391543.0,1274095.0
joseph johnson,Joseph Johnson,Luton Town,ENG1,DF,2023-24,17.0,1,300000.0,400000.0
josh benson,Josh Benson,Burnley,ENG1,MF,2020-21,20.0,1,1113279.0,1576186.0
josh brownhill,Josh Brownhill,Burnley,ENG1,MF,2023-24,27.0,3,8142656.0,6591383.0
josh cullen,Josh Cullen,Burnley,ENG1,MF,2025-26,29.0,2,4066482.0,3242609.0
josh dasilva,Josh Dasilva,Brentford,ENG1,MF,2025-26,26.0,4,3802580.0,3635269.0
josh doig,Josh Doig,Sassuolo,ITA1,DF,2026-27,24.0,4,4781980.0,4740950.0
josh laurent,Josh Laurent,Burnley,ENG1,DF,2025-26,30.0,1,1598269.0,1339456.0
josh maja,Josh Maja,Le Havre,FRA1,FW,2026-27,28.0,4,3812175.0,3447188.0
josh onomah,Josh Onomah,Fulham,ENG1,FW,2022-23,25.0,2,4577144.0,4613046.0
josh sargent,Josh Sargent,Norwich City,ENG1,FW,2021-22,21.0,2,8209532.0,8520546.0
josha vagnoman,Josha Vagnoman,Stuttgart,GER1,MF,2026-27,26.0,5,7813313.0,6704708.0
joshua acheampong,Joshua Acheampong,Chelsea,ENG1,DF,2026-27,20.0,4,12736342.0,12331146.0
joshua brenet,Joshua Brenet,Hoffenheim,GER1,DF,2020-21,26.0,1,1465203.0,1583558.0
joshua kimmich,Joshua Kimmich,Bayern Munich,GER1,MF,2026-27,31.0,7,21740867.0,11731143.0
joshua king,Joshua King,Fulham,ENG1,MF,2026-27,19.0,6,11262504.0,11466046.0
joshua mees,Joshua Mees,Union Berlin,GER1,FW,2020-21,24.0,1,1485254.0,1837396.0
joshua zirkzee,Joshua Zirkzee,Manchester Utd,ENG1,FW,2025-26,24.0,6,21498975.0,17812602.0
josip brekalo,Josip Brekalo,Oviedo,ESP1,MF,2025-26,27.0,7,4594350.0,4052432.0
josip ilicic,Josip Ilicic,Atalanta,ITA1,MF,2021-22,33.0,2,1344383.0,939418.0
josip juranovic,Josip Juranović,Union Berlin,GER1,DF,2026-27,31.0,4,1588726.0,1239303.0
josip stanisic,Josip Stanišić,Bayern Munich,GER1,DF,2026-27,26.0,7,17749210.0,13195415.0
josko gvardiol,Joško Gvardiol,Manchester City,ENG1,DF,2026-27,24.0,6,53692223.0,37035946.0
josue albert,Josue Albert,Clermont Foot,FRA1,DF,2021-22,29.0,1,603746.0,626550.0
josuha guilavogui,Josuha Guilavogui,Mainz 05,GER1,DF,2023-24,32.0,5,1232428.0,924179.0
jota,Jota,Rennes,FRA1,MF,2024-25,25.0,3,6199370.0,5773653.0
jota silva,Jota Silva,Nottingham,ENG1,FW,2025-26,25.0,2,10481180.0,9328915.0
jovan milosevic,Jovan Milošević,Werder Bremen,GER1,FW,2025-26,20.0,2,4491833.0,5194973.0
jovane cabral,Jovane Cabral,Salernitana,ITA1,DF,2023-24,25.0,2,4513368.0,4323184.0
jozhua vertrouwd,Jozhua Vertrouwd,Rayo Vallecano,ESP1,DF,2026-27,22.0,2,2869992.0,3299353.0
juan arango,Juan Arango,Girona,ESP1,MF,2025-26,19.0,1,300000.0,400000.0
juan bernat,Juan Bernat,Getafe,ESP1,MF,2024-25,31.0,5,2545584.0,1894847.0
juan berrocal,Juan Berrocal,Getafe,ESP1,DF,2024-25,25.0,1,2355541.0,2487455.0
juan brunet,Juan Brunet,Granada,ESP1,MF,2020-21,22.0,1,150000.0,200000.0
juan brunetta,Juan Brunetta,Parma Calcio 1913,ITA1,FW,2020-21,23.0,1,4211166.0,4598469.0
juan cabal,Juan Cabal,Juventus,ITA1,DF,2025-26,24.0,3,6402193.0,6075446.0
juan carlos,Juan Carlos,Girona,ESP1,GK,2022-23,34.0,2,333056.0,280527.0
juan cruz,Juan Cruz,Leganés,ESP1,MF,2024-25,24.0,3,3153692.0,3390610.0
juan cruz armada,Juan Cruz Armada,Osasuna,ESP1,DF,2025-26,33.0,6,748317.0,556889.0
juan cuadrado,Juan Cuadrado,Pisa,ITA1,DF,2025-26,37.0,6,521191.0,280300.0
juan foyth,Juan Foyth,Villarreal,ESP1,DF,2026-27,28.0,7,7975704.0,5984120.0
juan jesus,Juan Jesus,Venezia,ITA1,MF,2026-27,35.0,7,741374.0,473662.0
juan mata,Juan Mata,Manchester Utd,ENG1,MF,2021-22,33.0,2,1805751.0,1207185.0
juan miranda,Juan Miranda,Bologna,ITA1,DF,2026-27,26.0,7,9948468.0,8067030.0
juan musso,Juan Musso,Atlético Madrid,ESP1,GK,2025-26,31.0,7,3216242.0,2406653.0
juan perea,Juan Perea,Stuttgart,GER1,FW,2022-23,22.0,1,2314630.0,2840461.0
juan perez,Juan Pérez,Osasuna,ESP1,GK,2021-22,25.0,2,913092.0,1125663.0
juan ramos,Juan Ramos,Spezia,ITA1,DF,2020-21,24.0,1,842472.0,1083729.0
juan rodriguez,Juan Rodriguez,Cagliari,ITA1,DF,2026-27,31.0,2,5380071.0,3495068.0
juan sanchez mino,Juan Sánchez Miño,Elche,ESP1,DF,2020-21,30.0,1,2246721.0,1789133.0
juan soriano,Juan Soriano,Leganés,ESP1,GK,2024-25,26.0,1,1628680.0,1769788.0
juanjo narvaez,Juanjo Narváez,Valladolid,ESP1,MF,2022-23,27.0,1,1038646.0,1145045.0
juanlu sanchez,Juanlu Sánchez,Sevilla,ESP1,MF,2025-26,21.0,4,9944881.0,9914350.0
juanma herzog,Juanma Herzog,Las Palmas,ESP1,DF,2024-25,20.0,2,2535884.0,3127702.0
juanmi,Juanmi,Getafe,ESP1,FW,2025-26,32.0,7,1726822.0,1375849.0
juanmi latasa,Juanmi Latasa,Valladolid,ESP1,FW,2024-25,23.0,4,3609150.0,4033346.0
juanpe,Juanpe,Girona,ESP1,DF,2024-25,33.0,3,564911.0,438509.0
jubal,Jubal,Auxerre,FRA1,DF,2024-25,31.0,2,1656828.0,1284315.0
jude bellingham,Jude Bellingham,Real Madrid,ESP1,MF,2026-27,23.0,7,127706792.0,81795659.0
julen agirrezabala,Julen Agirrezabala,Valencia,ESP1,GK,2025-26,24.0,5,8764391.0,7966205.0
julen lobete,Julen Lobete,Real Sociedad,ESP1,FW,2021-22,20.0,1,4238847.0,4945199.0
jules kounde,Jules Koundé,Barcelona,ESP1,DF,2026-27,28.0,7,35954971.0,21522453.0
julian alvarez,Julián Álvarez,Atlético Madrid,ESP1,FW,2026-27,26.0,5,66708262.0,43187145.0
julian araujo,Julian Araujo,Bournemouth,ENG1,DF,2024-25,22.0,2,9147515.0,8837673.0
julian baumgartlinger,Julian Baumgartlinger,Augsburg,GER1,MF,2022-23,34.0,3,551709.0,403933.0
julian brandt,Julian Brandt,Dortmund,GER1,MF,2025-26,29.0,6,13781098.0,9150606.0
julian chabot,Julian Chabot,Stuttgart,GER1,DF,2026-27,28.0,8,6280878.0,4884431.0
julian chicco,Julián Chicco,Leganés,ESP1,MF,2024-25,26.0,1,1107636.0,1274111.0
julian draxler,Julian Draxler,Paris Saint Germain,FRA1,FW,2021-22,28.0,2,13207706.0,9912228.0
julian eitschberger,Julian Eitschberger,Hertha BSC,GER1,DF,2022-23,18.0,1,750000.0,1000000.0
julian jeanvier,Julian Jeanvier,Auxerre,FRA1,DF,2022-23,30.0,1,1136975.0,1002800.0
julian justvan,Julian Justvan,Hoffenheim,GER1,FW,2023-24,25.0,1,2510143.0,2768383.0
julian kristoffersen,Julian Kristoffersen,Salernitana,ITA1,FW,2022-23,25.0,2,504162.0,707403.0
julian malatini,Julián Malatini,Werder Bremen,GER1,DF,2025-26,24.0,3,2593559.0,2818451.0
julian niehues,Julian Niehues,Heidenheim,GER1,MF,2025-26,24.0,2,2036717.0,2338151.0
julian pollersbeck,Julian Pollersbeck,Lyon,FRA1,GK,2021-22,27.0,1,1338651.0,1433095.0
julian ryerson,Julian Ryerson,Dortmund,GER1,MF,2026-27,29.0,8,8898879.0,6309480.0
julian weigl,Julian Weigl,Gladbach,GER1,MF,2024-25,28.0,3,5856834.0,4704734.0
julien duranville,Julien Duranville,Lyon,FRA1,FW,2026-27,20.0,3,9271212.0,9618100.0
julien faussurier,Julien Faussurier,Brest,FRA1,MF,2021-22,34.0,2,286029.0,231102.0
julien laporte,Julien Laporte,Lorient,FRA1,DF,2023-24,30.0,4,1733563.0,1435240.0
julien ponceau,Julien Ponceau,Lorient,FRA1,FW,2023-24,23.0,2,3046338.0,3492068.0
julio diaz,Julio Diaz,Sevilla,ESP1,MF,2026-27,21.0,2,2174057.0,2722607.0
julio enciso,Julio Enciso,Ipswich Town,ENG1,MF,2026-27,22.0,6,24205327.0,20548513.0
julio soler,Julio Soler,Bournemouth,ENG1,DF,2025-26,20.0,2,8711943.0,8929214.0
junai byfield,Jun'ai Byfield,Tottenham,ENG1,DF,2025-26,16.0,1,3774402.0,4585299.0
junior adamu,Junior Adamu,Schalke 04,GER1,MF,2026-27,25.0,4,3459132.0,3516231.0
junior dina ebimbe,Junior Dina Ebimbe,Schalke 04,GER1,DF,2026-27,26.0,4,5987601.0,5239452.0
junior firpo,Junior Firpo,Real Betis,ESP1,DF,2026-27,30.0,5,2738743.0,2117116.0
junior messias,Junior Messias,Genoa,ITA1,MF,2026-27,35.0,7,670331.0,434793.0
junior mwanga,Junior Mwanga,Le Havre,FRA1,DF,2026-27,23.0,5,5876241.0,5868370.0
junior sambia,Junior Sambia,Empoli,ITA1,DF,2024-25,28.0,5,1782102.0,1674130.0
junior stanislas,Junior Stanislas,Bournemouth,ENG1,MF,2022-23,32.0,1,798482.0,654846.0
junya ito,Junya Ito,Reims,FRA1,FW,2024-25,31.0,3,4824623.0,3527605.0
juraj kucka,Juraj Kucka,Watford,ENG1,MF,2021-22,34.0,2,1261713.0,815965.0
jurgen ekkelenkamp,Jurgen Ekkelenkamp,Udinese,ITA1,MF,2026-27,26.0,4,7478278.0,6459535.0
jurgen locadia,Jürgen Locadia,Bochum,GER1,FW,2021-22,27.0,2,2334069.0,2387960.0
jurrien timber,Jurriën Timber,Arsenal,ENG1,DF,2025-26,24.0,3,40895304.0,29384695.0
justin che,Justin Che,Hoffenheim,GER1,DF,2021-22,17.0,1,3939016.0,4736945.0
justin de haas,Justin de Haas,Valencia,ESP1,DF,2026-27,26.0,1,6629764.0,5713395.0
justin devenny,Justin Devenny,Crystal Palace,ENG1,MF,2025-26,21.0,2,9527071.0,9559168.0
justin diehl,Justin Diehl,Stuttgart,GER1,MF,2024-25,19.0,2,3872313.0,4626993.0
justin kluivert,Justin Kluivert,Bournemouth,ENG1,MF,2026-27,27.0,8,16479854.0,12001505.0
justin kumi,Justin Kumi,Sassuolo,ITA1,MF,2023-24,19.0,1,1744344.0,2349153.0
justin njinmah,Justin Njinmah,Werder Bremen,GER1,FW,2026-27,26.0,5,4555162.0,4410928.0
justin noel kalumba,Justin-Noel Kalumba,Angers,FRA1,FW,2025-26,21.0,2,1396186.0,1890161.0
justin smith,Justin Smith,Espanyol,ESP1,MF,2024-25,21.0,1,900000.0,1200000.0
jusuf gazibegovic,Jusuf Gazibegović,Köln,GER1,DF,2025-26,25.0,1,2853534.0,2927883.0
kaan ayhan,Kaan Ayhan,Sassuolo,ITA1,DF,2022-23,28.0,3,4064997.0,3374410.0
kacper koscierski,Kacper Koscierski,Bochum,GER1,DF,2024-25,17.0,1,600000.0,800000.0
kacper potulski,Kacper Potulski,Mainz 05,GER1,DF,2026-27,19.0,2,17421784.0,16393885.0
kacper urbanski,Kacper Urbanski,Bologna,ITA1,MF,2024-25,20.0,4,4101737.0,4775475.0
kaden rodney,Kaden Rodney,Crystal Palace,ENG1,DF,2025-26,20.0,1,600000.0,800000.0
kaelan casey,Kaelan Casey,West Ham,ENG1,DF,2024-25,19.0,2,1680673.0,2246022.0
kai havertz,Kai Havertz,Arsenal,ENG1,FW,2026-27,27.0,7,44787951.0,29418285.0
kaide gordon,Kaide Gordon,Liverpool,ENG1,FW,2023-24,18.0,2,2212280.0,2908158.0
kaiky,Kaiky,Almería,ESP1,DF,2023-24,19.0,2,4632468.0,5317331.0
kaine kesler hayden,Kaine Kesler-Hayden,Aston Villa,ENG1,DF,2023-24,20.0,1,3409727.0,4022788.0
kaio jorge,Kaio Jorge,Frosinone,ITA1,FW,2023-24,21.0,2,6826125.0,7283579.0
kaishu sano,Kaishū Sano,Mainz 05,GER1,MF,2026-27,26.0,3,26712427.0,19062343.0
kaito mizuta,Kaito Mizuta,Le Havre,FRA1,MF,2026-27,26.0,1,1187442.0,1351731.0
kaj sierhuis,Kaj Sierhuis,Reims,FRA1,FW,2022-23,24.0,3,2933630.0,3276927.0
kalidou koulibaly,Kalidou Koulibaly,Chelsea,ENG1,DF,2022-23,31.0,3,17235368.0,9402501.0
kalifa coulibaly,Kalifa Coulibaly,Nantes,FRA1,FW,2021-22,30.0,2,1634006.0,1497741.0
kalvin phillips,Kalvin Phillips,Ipswich Town,ENG1,MF,2024-25,28.0,6,16515618.0,11356178.0
kamaldeen sulemana,Kamaldeen Sulemana,Atalanta,ITA1,MF,2025-26,23.0,5,17046423.0,14768508.0
kamil glik,Kamil Glik,Benevento,ITA1,DF,2020-21,32.0,1,1535784.0,1114268.0
kamil grabara,Kamil Grabara,Wolfsburg,GER1,GK,2025-26,26.0,2,10083110.0,8335201.0
