player_key,player,squad,src_league,pos,season,age,n_real_seasons,forecast_1y_eur,forecast_2y_eur
renato sanches,Renato Sanches,Roma,ITA1,MF,2023-24,26.0,4,12797200.0,10198062.0
renato steffen,Renato Steffen,Wolfsburg,GER1,MF,2021-22,29.0,2,2449948.0,2107861.0
renato tapia,Renato Tapia,Leganés,ESP1,MF,2024-25,29.0,5,3526274.0,2872614.0
renato veiga,Renato Veiga,Villarreal,ESP1,DF,2026-27,23.0,4,23823495.0,19285792.0
renaud emond,Renaud Emond,Nantes,FRA1,MF,2021-22,30.0,2,1299930.0,1150187.0
renaud ripart,Renaud Ripart,Troyes,FRA1,FW,2026-27,33.0,4,530297.0,468959.0
renzo saravia,Renzo Saravia,Valencia,ESP1,DF,2025-26,32.0,1,1210772.0,910357.0
rey manaj,Rey Manaj,Spezia,ITA1,FW,2021-22,24.0,1,2593696.0,2951233.0
rhian brewster,Rhian Brewster,Sheffield United,ENG1,FW,2023-24,23.0,2,5231736.0,5529937.0
rhys healey,Rhys Healey,Toulouse,FRA1,FW,2022-23,28.0,1,3397651.0,3125863.0
rhys norrington davies,Rhys Norrington-Davies,Sheffield United,ENG1,DF,2023-24,24.0,1,3462853.0,3603443.0
rhys williams,Rhys Williams,Liverpool,ENG1,DF,2020-21,19.0,1,5836092.0,6470785.0
riad nouri,Riad Nouri,Ajaccio,FRA1,MF,2022-23,37.0,1,187319.0,120591.0
ricard sanchez,Ricard Sánchez,Granada,ESP1,DF,2023-24,23.0,2,2895751.0,3215732.0
ricardo mangas,Ricardo Mangas,Monza,ITA1,DF,2026-27,28.0,2,1903579.0,1770647.0
ricardo pepi,Ricardo Pepi,Augsburg,GER1,FW,2022-23,19.0,2,9885662.0,10292334.0
ricardo pereira,Ricardo Pereira,Leicester City,ENG1,DF,2024-25,30.0,4,5859577.0,4041219.0
ricardo rodriguez,Ricardo Rodriguez,Torino,ITA1,MF,2026-27,34.0,7,777187.0,540508.0
ricardo visus,Ricardo Visus,Real Betis,ESP1,DF,2023-24,22.0,1,450000.0,600000.0
riccardo calafiori,Riccardo Calafiori,Arsenal,ENG1,DF,2026-27,24.0,6,31179639.0,23334000.0
riccardo ciervo,Riccardo Ciervo,Cagliari,ITA1,MF,2026-27,24.0,2,2581436.0,2859984.0
riccardo fiamozzi,Riccardo Fiamozzi,Empoli,ITA1,DF,2021-22,28.0,1,927234.0,960744.0
riccardo gagliolo,Riccardo Gagliolo,Salernitana,ITA1,DF,2021-22,31.0,2,994761.0,832428.0
riccardo improta,Riccardo Improta,Benevento,ITA1,DF,2020-21,27.0,1,2084291.0,2026477.0
riccardo marchizza,Riccardo Marchizza,Frosinone,ITA1,DF,2023-24,25.0,4,2206069.0,2352634.0
riccardo orsolini,Riccardo Orsolini,Bologna,ITA1,MF,2026-27,29.0,7,9624416.0,6744144.0
riccardo pinzi,Riccardo Pinzi,Udinese,ITA1,FW,2021-22,18.0,1,300000.0,400000.0
riccardo saponara,Riccardo Saponara,Verona,ITA1,FW,2023-24,32.0,4,1024015.0,882411.0
riccardo sottil,Riccardo Sottil,Lecce,ITA1,FW,2025-26,26.0,6,4789505.0,4603083.0
richarlison,Richarlison,Tottenham,ENG1,FW,2026-27,29.0,7,18659670.0,12591668.0
rick karsdorp,Rick Karsdorp,Roma,ITA1,DF,2023-24,28.0,4,6325585.0,4913967.0
ricky jade jones,Ricky-Jade Jones,St Pauli,GER1,FW,2025-26,24.0,1,2235180.0,2600686.0
rico henry,Rico Henry,Brentford,ENG1,DF,2026-27,29.0,6,9351998.0,6434257.0
rico lewis,Rico Lewis,Manchester City,ENG1,DF,2026-27,22.0,4,30811077.0,24810249.0
ridgeciano haps,Ridgeciano Haps,Venezia,ITA1,DF,2026-27,33.0,4,484731.0,385009.0
ridle baku,Ridle Baku,RB Leipzig,GER1,DF,2026-27,28.0,9,8145589.0,6092293.0
rio cardines,Rio Cardines,Crystal Palace,ENG1,MF,2025-26,19.0,1,900000.0,1200000.0
rio ngumoha,Rio Ngumoha,Liverpool,ENG1,MF,2026-27,18.0,2,27913091.0,25109127.0
riqui puig,Riqui Puig,Barcelona,ESP1,MF,2021-22,21.0,2,10650384.0,10509089.0
ritsu doan,Ritsu Doan,Frankfurt,GER1,MF,2025-26,27.0,5,12214610.0,9304071.0
riyad mahrez,Riyad Mahrez,Manchester City,ENG1,MF,2022-23,31.0,3,16086984.0,9081518.0
rob holding,Rob Holding,Arsenal,ENG1,DF,2022-23,26.0,3,9189353.0,7540725.0
robbie brady,Robbie Brady,Burnley,ENG1,MF,2020-21,28.0,1,3180586.0,2799965.0
robbie ure,Robbie Ure,Sevilla,ESP1,FW,2026-27,22.0,1,5832501.0,6230975.0
rober,Rober,Levante,ESP1,DF,2021-22,26.0,2,1657819.0,1758845.0
rober correa,Rober Correa,Eibar,ESP1,DF,2020-21,27.0,1,1482720.0,1517146.0
robert andrich,Robert Andrich,Leverkusen,GER1,DF,2026-27,32.0,7,3384769.0,2181267.0
robert glatzel,Robert Glatzel,Hamburger SV,GER1,FW,2025-26,31.0,2,1439027.0,1261522.0
robert gumny,Robert Gumny,Augsburg,GER1,MF,2024-25,26.0,5,1970960.0,2079439.0
robert ibanez,Robert Ibáñez,Osasuna,ESP1,MF,2021-22,28.0,1,963252.0,1014379.0
robert lewandowski,Robert Lewandowski,Barcelona,ESP1,FW,2025-26,36.0,6,5331884.0,2608245.0
robert sanchez,Robert Sanchez,Como,ITA1,GK,2026-27,29.0,7,13522080.0,9226994.0
robert skov,Robert Skov,Union Berlin,GER1,DF,2025-26,29.0,6,2616940.0,2179487.0
robert snodgrass,Robert Snodgrass,West Ham,ENG1,FW,2020-21,32.0,2,1492621.0,1215535.0
robert tesche,Robert Tesche,Bochum,GER1,MF,2021-22,34.0,1,383126.0,296276.0
robert wagner,Robert Wagner,St Pauli,GER1,MF,2024-25,21.0,2,2527193.0,3094192.0
roberto,Roberto,Valladolid,ESP1,GK,2020-21,34.0,1,646752.0,493132.0
roberto arroyo,Roberto Arroyo,Valladolid,ESP1,FW,2022-23,18.0,1,1225341.0,1760039.0
roberto fernandez,Roberto Férnandez,Espanyol,ESP1,FW,2026-27,24.0,3,8994895.0,8493153.0
roberto firmino,Roberto Firmino,Liverpool,ENG1,FW,2022-23,30.0,3,19925248.0,12550589.0
roberto gagliardini,Roberto Gagliardini,Cagliari,ITA1,MF,2026-27,32.0,7,1067104.0,837896.0
roberto inglese,Roberto Inglese,Parma Calcio 1913,ITA1,FW,2020-21,29.0,1,5011279.0,4118804.0
roberto insigne,Roberto Insigne,Benevento,ITA1,MF,2020-21,26.0,1,2791066.0,2794953.0
roberto lopez,Roberto López,Leganés,ESP1,MF,2024-25,24.0,2,2124063.0,2423113.0
roberto massimo,Roberto Massimo,Stuttgart,GER1,FW,2023-24,22.0,3,1868890.0,2368239.0
roberto navarro,Roberto Navarro,Athletic Club,ESP1,MF,2026-27,24.0,7,5819616.0,5707443.0
roberto pereyra,Roberto Pereyra,Udinese,ITA1,DF,2023-24,32.0,4,2330340.0,1588237.0
roberto piccoli,Roberto Piccoli,Bologna,ITA1,FW,2026-27,25.0,7,9252314.0,8390643.0
roberto soldado,Roberto Soldado,Levante,ESP1,FW,2021-22,36.0,2,649241.0,435556.0
roberto soriano,Roberto Soriano,Bologna,ITA1,MF,2022-23,31.0,3,3593905.0,2540309.0
roberto torres,Roberto Torres,Osasuna,ESP1,MF,2022-23,33.0,3,1853266.0,1234132.0
robin fellhauer,Robin Fellhauer,Augsburg,GER1,MF,2026-27,28.0,2,3245170.0,2848219.0
robin gosens,Robin Gosens,Schalke 04,GER1,DF,2026-27,32.0,8,3443400.0,2213341.0
robin hack,Robin Hack,Gladbach,GER1,MF,2026-27,28.0,5,5082337.0,4170378.0
robin hranac,Robin Hranáč,Hoffenheim,GER1,DF,2026-27,26.0,3,6913843.0,5920828.0
robin knoche,Robin Knoche,Union Berlin,GER1,DF,2023-24,31.0,4,2426270.0,1776168.0
robin koch,Robin Koch,Frankfurt,GER1,DF,2026-27,30.0,7,7371586.0,4911938.0
robin le normand,Robin Le Normand,Atlético Madrid,ESP1,DF,2026-27,30.0,7,12644786.0,7770533.0
robin olsen,Robin Olsen,Aston Villa,ENG1,GK,2024-25,34.0,5,814756.0,600081.0
robin quaison,Robin Quaison,Mainz 05,GER1,MF,2020-21,26.0,1,6736861.0,5910972.0
robin roefs,Robin Roefs,Sunderland,ENG1,GK,2026-27,23.0,2,21584733.0,17651717.0
robin zentner,Robin Zentner,Mainz 05,GER1,GK,2026-27,32.0,7,1671705.0,1287909.0
robson bambu,Robson Bambu,Nice,FRA1,DF,2020-21,23.0,1,4482796.0,4662291.0
rocco reitz,Rocco Reitz,RB Leipzig,GER1,MF,2026-27,24.0,6,11586541.0,10248071.0
rodri,Rodri,Barcelona,ESP1,DF,2026-27,30.0,12,12622210.0,7758739.0
rodrigo,Rodrigo,Leeds United,ENG1,FW,2022-23,31.0,3,8460088.0,5685973.0
rodrigo abajas,Rodrigo Abajas,Valencia,ESP1,DF,2024-25,21.0,1,300000.0,400000.0
rodrigo battaglia,Rodrigo Battaglia,Mallorca,ESP1,MF,2022-23,31.0,3,1528057.0,1227930.0
rodrigo becao,Rodrigo Becao,Udinese,ITA1,DF,2022-23,26.0,3,5107229.0,4576973.0
rodrigo bentancur,Rodrigo Bentancur,Tottenham,ENG1,MF,2026-27,29.0,8,14817925.0,9732578.0
rodrigo de paul,Rodrigo De Paul,Atlético Madrid,ESP1,MF,2024-25,30.0,5,16954159.0,10205193.0
rodrigo ely,Rodrigo Ely,Almería,ESP1,DF,2022-23,28.0,2,1978083.0,1829383.0
rodrigo gomes,Rodrigo Gomes,Wolves,ENG1,MF,2025-26,22.0,2,13910705.0,12832251.0
rodrigo mendoza,Rodrigo Mendoza,Atlético Madrid,ESP1,MF,2026-27,21.0,3,19844225.0,17835842.0
rodrigo muniz,Rodrigo Muniz,Fulham,ENG1,FW,2026-27,25.0,4,18140647.0,14870902.0
rodrigo palacio,Rodrigo Palacio,Bologna,ITA1,FW,2020-21,38.0,1,268876.0,170792.0
rodrigo ribeiro,Rodrigo Ribeiro,Augsburg,GER1,FW,2026-27,21.0,3,4909307.0,5503816.0
rodrigo riquelme,Rodrigo Riquelme,Real Betis,ESP1,MF,2026-27,26.0,5,5259428.0,4789252.0
rodrigo zalazar,Rodrigo Zalazar,Schalke 04,GER1,MF,2022-23,22.0,1,4693868.0,5096327.0
rodrygo,Rodrygo,Real Madrid,ESP1,MF,2025-26,24.0,6,57432135.0,39954265.0
roger assale,Roger Assale,Dijon,FRA1,MF,2020-21,27.0,1,3037018.0,2850398.0
roger hinojo,Roger Hinojo,Espanyol,ESP1,DF,2026-27,21.0,2,745022.0,1078661.0
roger marti,Roger Martí,Cádiz,ESP1,FW,2023-24,32.0,5,2200803.0,1690848.0
roger martinez,Roger Martínez,Espanyol,ESP1,MF,2022-23,18.0,1,885517.0,1200000.0
rogerio,Rogério,Wolfsburg,GER1,DF,2023-24,25.0,4,5271492.0,4933120.0
roland sallai,Roland Sallai,Freiburg,GER1,DF,2024-25,27.0,5,8919131.0,6972704.0
rolando mandragora,Rolando Mandragora,Fiorentina,ITA1,MF,2026-27,29.0,7,6204924.0,4643918.0
roli pereira de sa,Roli Pereira De Sa,Nantes,FRA1,MF,2021-22,25.0,2,795558.0,1008153.0
romain amalfitano,Romain Amalfitano,Dijon,FRA1,MF,2020-21,31.0,1,1288965.0,1062576.0
romain del castillo,Romain Del Castillo,Brest,FRA1,MF,2026-27,30.0,7,3574595.0,2717560.0
romain esse,Romain Esse,Crystal Palace,ENG1,MF,2025-26,20.0,2,11262043.0,11268562.0
romain faivre,Romain Faivre,Auxerre,FRA1,FW,2026-27,28.0,8,5468916.0,4684725.0
romain hamouma,Romain Hamouma,Ajaccio,FRA1,FW,2022-23,35.0,3,657057.0,479790.0
romain perraud,Romain Perraud,Lille,FRA1,DF,2026-27,29.0,7,4138362.0,3217613.0
romain philippoteaux,Romain Philippoteaux,Brest,FRA1,MF,2021-22,33.0,2,476722.0,389170.0
romain saiss,Romain Saïss,Wolves,ENG1,DF,2021-22,31.0,2,4988457.0,3277609.0
romain salin,Romain Salin,Rennes,FRA1,GK,2021-22,37.0,2,265486.0,177278.0
romain thomas,Romain Thomas,Angers,FRA1,DF,2021-22,33.0,2,873114.0,634901.0
romaine mundle,Romaine Mundle,Sunderland,ENG1,MF,2026-27,23.0,2,7192588.0,7092523.0
romaine sawyers,Romaine Sawyers,West Brom,ENG1,MF,2020-21,28.0,1,2427241.0,2225192.0
roman burki,Roman Bürki,Dortmund,GER1,GK,2021-22,30.0,2,1957976.0,1682782.0
roman dixon,Roman Dixon,Everton,ENG1,DF,2024-25,19.0,1,600000.0,800000.0
roman yaremchuk,Roman Yaremchuk,Lyon,FRA1,FW,2025-26,30.0,2,2782402.0,2354657.0
romano schmid,Romano Schmid,Frosinone,ITA1,MF,2026-27,26.0,6,10611951.0,8697529.0
romario rosch,Romario Rösch,Mainz 05,GER1,MF,2021-22,22.0,1,450000.0,600000.0
romelle donovan,Romelle Donovan,Brentford,ENG1,FW,2025-26,18.0,1,4483895.0,5301649.0
romelu lukaku,Romelu Lukaku,Napoli,ITA1,MF,2025-26,32.0,6,8661156.0,4967682.0
romeo lavia,Roméo Lavia,Chelsea,ENG1,MF,2026-27,22.0,5,22066693.0,18994714.0
rominigue kouame,Rominigue Kouamé,Cádiz,ESP1,MF,2023-24,26.0,3,3321383.0,3240343.0
romulo,Rômulo,RB Leipzig,GER1,FW,2025-26,23.0,1,19546500.0,16954302.0
ron robert zieler,Ron-Robert Zieler,Köln,GER1,GK,2020-21,31.0,1,1151879.0,1005456.0
ron schallenberg,Ron Schallenberg,Schalke 04,GER1,MF,2026-27,28.0,1,2345644.0,2161445.0
ronael pierre gabriel,Ronael Pierre Gabriel,Nantes,FRA1,DF,2023-24,25.0,5,4184677.0,4054066.0
ronald araujo,Ronald Araújo,Liverpool,ENG1,DF,2026-27,27.0,7,21196031.0,14552695.0
ronaldo vieira,Ronaldo Vieira,Sampdoria,ITA1,MF,2022-23,24.0,3,4139836.0,4272844.0
ronnie edwards,Ronnie Edwards,Southampton,ENG1,DF,2024-25,21.0,1,4903519.0,5351467.0
rony lopes,Rony Lopes,Troyes,FRA1,MF,2022-23,27.0,2,4310117.0,3838319.0
roony bardghji,Roony Bardghji,Barcelona,ESP1,MF,2025-26,19.0,1,12311177.0,12367406.0
roque mesa,Roque Mesa,Valladolid,ESP1,MF,2022-23,33.0,2,1469648.0,1013318.0
ross barkley,Ross Barkley,Aston Villa,ENG1,MF,2026-27,33.0,8,2246173.0,1453253.0
ross stewart,Ross Stewart,Southampton,ENG1,FW,2024-25,28.0,1,4115961.0,3679329.0
rouven tarnutzer,Rouven Tarnutzer,Freiburg,GER1,FW,2025-26,18.0,1,1055967.0,1550982.0
ruan,Ruan,Sassuolo,ITA1,DF,2023-24,24.0,1,3462853.0,3603443.0
ruben,Rubén,Espanyol,ESP1,DF,2025-26,24.0,3,1176990.0,1439977.0
ruben aguilar,Ruben Aguilar,Lens,FRA1,DF,2026-27,33.0,7,1687465.0,1111591.0
ruben alcaraz,Rubén Alcaraz,Cádiz,ESP1,MF,2023-24,32.0,4,1314004.0,1000049.0
ruben blanco,Ruben Blanco,Marseille,FRA1,GK,2023-24,28.0,3,2479308.0,2303524.0
ruben dias,Rúben Dias,Manchester City,ENG1,DF,2026-27,29.0,7,35776076.0,20127205.0
ruben duarte,Rubén Duarte,Alavés,ESP1,DF,2023-24,27.0,3,2822972.0,2622573.0
ruben garcia,Rubén García,Osasuna,ESP1,MF,2026-27,33.0,7,1077002.0,778033.0
ruben loftus cheek,Ruben Loftus-Cheek,AC Milan,ITA1,MF,2026-27,30.0,8,6641174.0,4600918.0
ruben neves,Rúben Neves,Wolves,ENG1,MF,2022-23,25.0,3,30065036.0,22095699.0
ruben pardo,Ruben Pardo,Bordeaux,FRA1,MF,2021-22,29.0,2,2166700.0,1898836.0
ruben pena,Rubén Peña,Osasuna,ESP1,FW,2024-25,33.0,5,1314062.0,1014186.0
ruben rochina,Rubén Rochina,Granada,ESP1,MF,2021-22,30.0,2,2139779.0,1756911.0
ruben sobrino,Rubén Sobrino,Cádiz,ESP1,MF,2023-24,31.0,6,998498.0,855264.0
ruben vargas,Ruben Vargas,Sevilla,ESP1,FW,2026-27,28.0,8,7527202.0,6146198.0
ruben vezo,Rúben Vezo,Levante,ESP1,DF,2021-22,27.0,2,4971751.0,4242873.0
ruben vinagre,Ruben Vinagre,Verona,ITA1,DF,2023-24,24.0,3,3818823.0,3915965.0
ruben yanez,Rubén Yáñez,Getafe,ESP1,GK,2020-21,26.0,1,2585368.0,2621228.0
rui patricio,Rui Patricio,Atalanta,ITA1,GK,2024-25,36.0,5,840463.0,518492.0
rui silva,Rui Silva,Real Betis,ESP1,GK,2024-25,30.0,5,6354900.0,4577560.0
runar alex runarsson,Rúnar Alex Rúnarsson,Arsenal,ENG1,GK,2020-21,25.0,1,2213246.0,2389165.0
rune jarstein,Rune Jarstein,Hertha BSC,GER1,GK,2020-21,35.0,1,451504.0,334120.0
ryad boudebouz,Ryad Boudebouz,Saint-Etienne,FRA1,MF,2021-22,31.0,2,1627220.0,1295342.0
ryan bertrand,Ryan Bertrand,Leicester City,ENG1,DF,2021-22,31.0,2,2925713.0,2082489.0
ryan christie,Ryan Christie,Bournemouth,ENG1,FW,2026-27,31.0,5,5958448.0,4220844.0
ryan fraser,Ryan Fraser,Southampton,ENG1,MF,2024-25,30.0,4,2867807.0,2253480.0
ryan fredericks,Ryan Fredericks,Bournemouth,ENG1,DF,2022-23,29.0,3,1427336.0,1301897.0
ryan giles,Ryan Giles,Luton Town,ENG1,MF,2023-24,23.0,1,5439479.0,5593351.0
ryan gravenberch,Ryan Gravenberch,Liverpool,ENG1,MF,2026-27,24.0,6,55077411.0,38557504.0
ryan manning,Ryan Manning,Southampton,ENG1,DF,2024-25,28.0,1,3061659.0,2651917.0
ryan one,Ryan One,Sheffield United,ENG1,MF,2023-24,17.0,1,600000.0,800000.0
ryan sessegnon,Ryan Sessegnon,Fulham,ENG1,DF,2026-27,26.0,6,15565104.0,11801850.0
ryan trevitt,Ryan Trevitt,Brentford,ENG1,MF,2024-25,21.0,1,825000.0,1100000.0
ryan yates,Ryan Yates,Nottingham,ENG1,MF,2025-26,27.0,4,6667494.0,5561521.0
ryder matos,Ryder Matos,Udinese,ITA1,MF,2020-21,27.0,1,1648747.0,1695924.0
ryunosuke sato,Ryūnosuke Satō,Valencia,ESP1,MF,2026-27,20.0,1,3362868.0,4033642.0
saba sazonov,Saba Sazonov,Getafe,ESP1,DF,2026-27,24.0,3,1671401.0,1940069.0
sabit abdulai,Sabit Abdulai,Getafe,ESP1,MF,2020-21,21.0,1,450000.0,600000.0
sacha boey,Sacha Boey,Bayern Munich,GER1,DF,2025-26,24.0,4,11306092.0,9851773.0
sacha delaye,Sacha Delaye,Montpellier,FRA1,MF,2023-24,21.0,3,877650.0,1200000.0
sada thioub,Sada Thioub,Angers,FRA1,MF,2022-23,27.0,3,2174920.0,2146111.0
sadik fofana,Sadik Fofana,Lecce,ITA1,MF,2025-26,22.0,1,1754738.0,2208190.0
sadio mane,Sadio Mané,Bayern Munich,GER1,MF,2022-23,30.0,3,32365353.0,17680914.0
sael kumbedi,Sael Kumbedi,Lyon,FRA1,DF,2025-26,20.0,4,10922159.0,10821256.0
said benrahma,Said Benrahma,Lyon,FRA1,FW,2024-25,29.0,6,11899453.0,8590389.0
said el mala,Said El Mala,Köln,GER1,FW,2026-27,20.0,2,37943128.0,31862983.0
saidou sow,Saidou Sow,Nantes,FRA1,DF,2024-25,22.0,4,5231235.0,5495964.0
saidy janko,Saidy Janko,Bochum,GER1,DF,2022-23,26.0,2,1430559.0,1551676.0
saif eddine khaoui,Saif-Eddine Khaoui,Clermont Foot,FRA1,MF,2022-23,27.0,3,1598912.0,1652252.0
salif sane,Salif Sané,Schalke 04,GER1,DF,2020-21,29.0,1,2802339.0,2310054.0
salih ozcan,Salih Özcan,Dortmund,GER1,MF,2025-26,27.0,7,4315366.0,3842292.0
salim ben seghir,Salim Ben Seghir,Marseille,FRA1,MF,2022-23,19.0,3,810527.0,1224550.0
salim el jebari,Salim El Jebari,Atlético Madrid,ESP1,MF,2023-24,19.0,1,2024132.0,2665797.0
salim musah,Salim Musah,Werder Bremen,GER1,FW,2026-27,20.0,2,3001917.0,3688180.0
salis abdul samed,Salis Abdul Samed,Nice,FRA1,MF,2025-26,25.0,4,5018953.0,4824768.0
salomon rondon,Salomón Rondón,Oviedo,ESP1,FW,2025-26,35.0,3,420944.0,328609.0
salva sevilla,Salva Sevilla,Mallorca,ESP1,MF,2021-22,37.0,1,211529.0,133717.0
salvatore molina,Salvatore Molina,Monza,ITA1,DF,2022-23,30.0,2,1039944.0,929575.0
salvatore sirigu,Salvatore Sirigu,Genoa,ITA1,GK,2021-22,34.0,2,1175353.0,819368.0
salvi,Salvi,Rayo Vallecano,ESP1,MF,2023-24,32.0,4,1017192.0,804464.0
sam byram,Sam Byram,Leeds United,ENG1,DF,2025-26,31.0,2,524019.0,482759.0
sam curtis,Sam Curtis,Sheffield United,ENG1,DF,2023-24,17.0,1,450000.0,600000.0
sam field,Sam Field,West Brom,ENG1,MF,2020-21,22.0,1,2036193.0,2505833.0
sam greenwood,Sam Greenwood,Leeds United,ENG1,MF,2022-23,20.0,2,3497284.0,4170279.0
sam johnstone,Sam Johnstone,Wolves,ENG1,GK,2025-26,32.0,5,2906889.0,2061170.0
sam lammers,Sam Lammers,Empoli,ITA1,FW,2022-23,25.0,4,4250492.0,4331674.0
sam morsy,Sam Morsy,Ipswich Town,ENG1,MF,2024-25,32.0,1,638038.0,541170.0
sam surridge,Sam Surridge,Nottingham,ENG1,FW,2022-23,24.0,1,3142039.0,3473779.0
saman ghoddos,Saman Ghoddos,Brentford,ENG1,DF,2023-24,29.0,3,1735523.0,1537253.0
samba konate,Samba Konaté,RB Leipzig,GER1,FW,2026-27,17.0,2,1688043.0,2320245.0
sambou sissoko,Sambou Sissoko,Reims,FRA1,MF,2021-22,22.0,1,1282722.0,1691876.0
sambou soumano,Sambou Soumano,Lorient,FRA1,FW,2025-26,24.0,2,3606317.0,3905499.0
sami khedira,Sami Khedira,Hertha BSC,GER1,MF,2020-21,33.0,1,1410915.0,978791.0
samir,Samir,Udinese,ITA1,DF,2021-22,27.0,2,4387041.0,3814811.0
samir handanovic,Samir Handanovic,Inter,ITA1,GK,2022-23,38.0,3,802747.0,411421.0
samir santos,Samir Santos,Watford,ENG1,DF,2021-22,26.0,1,4971463.0,4473346.0
samir ujkani,Samir Ujkani,Torino,ITA1,GK,2020-21,32.0,1,355677.0,345618.0
sammie szmodics,Sammie Szmodics,Ipswich Town,ENG1,MF,2024-25,28.0,1,7097297.0,5539245.0
samu becerra,Samu Becerra,Rayo Vallecano,ESP1,MF,2025-26,19.0,1,900000.0,1200000.0
samu castillejo,Samu Castillejo,Sassuolo,ITA1,FW,2023-24,28.0,4,1800000.0,1951676.0
samu costa,Samu Costa,Mallorca,ESP1,MF,2025-26,24.0,4,11329496.0,10054499.0
samuel amo ameyaw,Samuel Amo-Ameyaw,Strasbourg,FRA1,MF,2026-27,20.0,4,7974305.0,8402970.0
samuel bamba,Samuel Bamba,Bochum,GER1,FW,2024-25,20.0,2,1130994.0,1608661.0
samuel chukwueze,Samuel Chukwueze,AC Milan,ITA1,DF,2026-27,27.0,8,12700437.0,9416140.0
samuel di carmine,Samuel Di Carmine,Cremonese,ITA1,FW,2022-23,34.0,3,493339.0,408188.0
samuel edozie,Samuel Edozie,Southampton,ENG1,FW,2024-25,21.0,2,4115905.0,4737970.0
samuel essende,Samuel Essende,Augsburg,GER1,MF,2025-26,27.0,2,3100255.0,2900769.0
samuel gigot,Samuel Gigot,Lazio,ITA1,DF,2024-25,31.0,3,5165411.0,3376176.0
samuel grandsir,Samuel Grandsir,Le Havre,FRA1,MF,2024-25,28.0,2,1195666.0,1218962.0
samuel iling junior,Samuel Iling-Junior,Pisa,ITA1,MF,2025-26,22.0,3,9318959.0,9128898.0
samuel kalu,Samuel Kalu,Bordeaux,FRA1,MF,2021-22,24.0,3,4085243.0,4224902.0
samuel koeberle,Samuel Koeberle,Reims,FRA1,FW,2021-22,17.0,1,450000.0,600000.0
samuel lino,Samuel Lino,Atlético Madrid,ESP1,MF,2024-25,24.0,3,16383972.0,13757443.0
samuel loric,Samuel Loric,Lorient,FRA1,DF,2021-22,21.0,1,1432473.0,1880246.0
samuel mbangula,Samuel Mbangula,Bologna,ITA1,MF,2026-27,22.0,3,9364159.0,9166521.0
samuel moutoussamy,Samuel Moutoussamy,Nantes,FRA1,MF,2023-24,27.0,4,2263070.0,2219824.0
samuel mraz,Samuel Mraz,Spezia,ITA1,FW,2021-22,24.0,1,1408075.0,1755918.0
samuel saiz,Samuel Sáiz,Girona,ESP1,MF,2022-23,31.0,1,1141442.0,958276.0
samuel umtiti,Samuel Umtiti,Lille,FRA1,DF,2023-24,30.0,4,1758955.0,1453090.0
samuele angori,Samuele Angori,Pisa,ITA1,DF,2025-26,22.0,1,5423257.0,5666977.0
samuele birindelli,Samuele Birindelli,Monza,ITA1,DF,2026-27,27.0,4,2334338.0,2231342.0
samuele di benedetto,Samuele Di Benedetto,Stuttgart,GER1,MF,2023-24,18.0,1,1160355.0,1681888.0
samuele inacio,Samuele Inácio,Dortmund,GER1,FW,2026-27,18.0,2,15008342.0,14804257.0
samuele perisan,Samuele Perisan,Empoli,ITA1,GK,2023-24,26.0,2,917848.0,1086965.0
samuele ricci,Samuele Ricci,Como,ITA1,MF,2026-27,25.0,6,19994715.0,15621877.0
samuele vignato,Samuele Vignato,Monza,ITA1,MF,2024-25,20.0,3,2765728.0,3416111.0
sander berge,Sander Berge,Fulham,ENG1,MF,2026-27,28.0,5,16220568.0,11183500.0
sander tangvik,Sander Tangvik,Hamburger SV,GER1,GK,2025-26,22.0,1,3668970.0,4011495.0
sandi lovric,Sandi Lovric,Udinese,ITA1,MF,2026-27,28.0,5,3825490.0,3275711.0
sandro ramirez,Sandro Ramírez,Las Palmas,ESP1,MF,2024-25,29.0,4,1760196.0,1591422.0
sandro tonali,Sandro Tonali,Tottenham,ENG1,MF,2026-27,26.0,7,47017995.0,30824385.0
sanjin prcic,Sanjin Prcic,Strasbourg,FRA1,MF,2023-24,30.0,4,1634595.0,1397446.0
sanoussy ba,Sanoussy Ba,RB Leipzig,GER1,FW,2022-23,18.0,1,822557.0,1100000.0
santi cazorla,Santi Cazorla,Oviedo,ESP1,MF,2025-26,40.0,1,89423.0,45992.0
santi comesana,Santi Comesaña,Villarreal,ESP1,MF,2026-27,30.0,6,4033799.0,3011573.0
santi mina,Santi Mina,Celta Vigo,ESP1,FW,2021-22,25.0,2,12672599.0,10962719.0
santiago arias,Santiago Arias,Granada,ESP1,DF,2021-22,29.0,2,3621474.0,2872647.0
santiago arzamendia,Santiago Arzamendia,Cádiz,ESP1,DF,2022-23,24.0,2,2305293.0,2549858.0
santiago ascacibar,Santiago Ascacibar,Cremonese,ITA1,MF,2022-23,25.0,3,6190385.0,5766539.0
santiago bueno,Santiago Bueno,Wolves,ENG1,DF,2025-26,26.0,4,6497835.0,5616610.0
santiago colombatto,Santiago Colombatto,Oviedo,ESP1,MF,2025-26,28.0,1,2816564.0,2525127.0
santiago garcia,Santiago García,Getafe,ESP1,MF,2023-24,21.0,1,600000.0,800000.0
santiago mourino,Santiago Mouriño,Villarreal,ESP1,DF,2026-27,24.0,3,11494411.0,9991081.0
sardar azmoun,Sardar Azmoun,Roma,ITA1,FW,2023-24,28.0,3,12184726.0,9255746.0
