season,league,tier,competition_type,Div,Date,Time,HomeTeam,AwayTeam,Referee,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,B365H,B365D,B365A,B365CH,B365CD,B365CA,AvgH,AvgD,AvgA,AvgCH,AvgCD,AvgCA,B365>2.5,B365<2.5,B365C>2.5,B365C<2.5
2023-24,Premier League,1,league,E0,2024-04-28,14:00,Tottenham,Arsenal,M Oliver,2,3,A,0.0,3.0,A,14.0,9.0,2.0,3.0,8.0,6.0,12.0,16.0,2.0,1.0,0.0,0.0,4.2,4.2,1.75,4.33,4.0,1.73,4.12,4.07,1.8,4.42,4.17,1.74,1.5,2.63,1.53,2.5
2023-24,Premier League,1,league,E0,2024-04-28,16:30,Nott'm Forest,Man City,S Hooper,0,2,A,0.0,1.0,A,14.0,11.0,2.0,5.0,4.0,5.0,8.0,6.0,0.0,0.0,0.0,0.0,8.0,6.0,1.3,12.0,6.0,1.25,9.5,5.72,1.31,10.37,5.96,1.28,1.53,2.5,1.5,2.63
2023-24,La Liga,1,league,SP1,2024-04-29,20:00,Barcelona,Valencia,,4,2,H,1.0,2.0,A,27.0,5.0,13.0,3.0,15.0,1.0,12.0,5.0,1.0,0.0,0.0,1.0,1.36,5.0,7.5,1.33,5.75,8.0,1.36,5.26,8.27,1.33,5.59,8.83,1.62,2.3,1.44,2.75
2023-24,Premier League,1,league,E0,2024-05-02,19:30,Chelsea,Tottenham,R Jones,2,0,H,1.0,0.0,H,16.0,19.0,5.0,3.0,4.0,9.0,12.0,16.0,0.0,1.0,0.0,0.0,2.15,3.8,3.0,2.4,4.0,2.6,2.2,4.05,2.91,2.46,4.0,2.6,1.3,3.5,1.33,3.4
2023-24,Bundesliga,1,league,D1,2024-05-03,19:30,Hoffenheim,RB Leipzig,,1,1,D,0.0,1.0,A,18.0,8.0,8.0,5.0,4.0,4.0,6.0,8.0,1.0,3.0,0.0,1.0,5.25,5.0,1.5,5.5,5.25,1.5,5.4,5.19,1.51,5.26,5.14,1.52,1.25,4.0,1.25,4.0
2023-24,La Liga,1,league,SP1,2024-05-03,20:00,Getafe,Ath Bilbao,,0,2,A,0.0,1.0,A,34.0,7.0,9.0,2.0,10.0,6.0,6.0,9.0,0.0,2.0,0.0,2.0,4.0,3.2,2.05,3.75,3.1,2.15,3.93,3.24,2.07,3.8,3.16,2.15,2.5,1.53,2.63,1.5
2023-24,Premier League,1,league,E0,2024-05-03,20:00,Luton,Everton,T Robinson,1,1,D,1.0,1.0,D,18.0,10.0,5.0,3.0,8.0,7.0,14.0,12.0,1.0,3.0,0.0,0.0,2.6,3.6,2.55,2.7,3.6,2.45,2.66,3.58,2.62,2.77,3.62,2.48,1.73,2.1,1.73,2.1
2023-24,Bundesliga,1,league,D1,2024-05-04,14:30,Dortmund,Augsburg,,5,1,H,4.0,1.0,H,21.0,20.0,10.0,4.0,6.0,9.0,4.0,11.0,0.0,1.0,0.0,0.0,1.85,4.33,3.6,1.95,4.0,3.4,1.85,4.32,3.69,2.02,4.07,3.29,1.33,3.4,1.36,3.2
2023-24,Bundesliga,1,league,D1,2024-05-04,14:30,Stuttgart,Bayern Munich,,3,1,H,1.0,1.0,D,24.0,10.0,11.0,3.0,3.0,1.0,10.0,8.0,1.0,2.0,0.0,0.0,2.1,4.0,3.1,2.5,3.8,2.5,2.13,4.04,3.07,2.56,3.85,2.54,1.44,2.75,1.44,2.75
2023-24,Bundesliga,1,league,D1,2024-05-04,14:30,Werder Bremen,M'gladbach,,2,2,D,1.0,1.0,D,17.0,17.0,6.0,7.0,7.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,2.25,3.75,3.0,2.05,3.75,3.4,2.3,3.75,2.91,2.13,3.74,3.22,1.57,2.38,1.57,2.38
2023-24,Bundesliga,1,league,D1,2024-05-04,14:30,Wolfsburg,Darmstadt,,3,0,H,2.0,0.0,H,18.0,6.0,6.0,1.0,9.0,2.0,11.0,13.0,0.0,3.0,0.0,0.0,1.4,5.0,8.0,1.29,6.0,9.0,1.39,5.15,7.64,1.3,5.87,9.54,1.57,2.38,1.44,2.75
2023-24,Bundesliga,1,league,D1,2024-05-04,17:30,FC Koln,Freiburg,,0,0,D,0.0,0.0,D,20.0,4.0,7.0,0.0,7.0,1.0,10.0,9.0,1.0,1.0,0.0,0.0,2.3,3.75,2.88,2.5,3.75,2.7,2.36,3.64,2.9,2.44,3.59,2.81,1.73,2.1,1.73,2.1
2023-24,La Liga,1,league,SP1,2024-05-04,13:00,Sociedad,Las Palmas,,2,0,H,2.0,0.0,H,9.0,7.0,4.0,1.0,7.0,2.0,12.0,11.0,2.0,1.0,0.0,0.0,1.33,5.0,10.0,1.33,5.0,11.0,1.35,4.99,9.5,1.33,5.03,10.64,1.92,1.98,1.95,1.95
2023-24,La Liga,1,league,SP1,2024-05-04,15:15,Real Madrid,Cadiz,,3,0,H,0.0,0.0,D,19.0,7.0,9.0,2.0,7.0,4.0,6.0,12.0,0.0,1.0,0.0,0.0,1.33,5.25,8.5,1.36,4.75,9.0,1.34,5.33,8.92,1.36,4.93,9.46,1.67,2.2,1.93,1.97
2023-24,La Liga,1,league,SP1,2024-05-04,17:30,Girona,Barcelona,,4,2,H,1.0,2.0,A,9.0,16.0,7.0,7.0,5.0,4.0,11.0,8.0,0.0,3.0,0.0,0.0,2.7,3.75,2.4,2.88,3.8,2.3,2.73,3.81,2.41,2.83,3.77,2.35,1.44,2.75,1.44,2.75
2023-24,La Liga,1,league,SP1,2024-05-04,20:00,Mallorca,Ath Madrid,,0,1,A,0.0,1.0,A,7.0,9.0,4.0,4.0,6.0,2.0,12.0,7.0,2.0,0.0,0.0,0.0,3.75,3.2,2.15,3.75,3.0,2.2,3.75,3.2,2.15,3.89,3.07,2.16,2.38,1.57,2.75,1.44
2023-24,Premier League,1,league,E0,2024-05-04,12:30,Arsenal,Bournemouth,D Coote,3,0,H,1.0,0.0,H,25.0,7.0,9.0,2.0,6.0,1.0,16.0,12.0,2.0,3.0,0.0,0.0,1.22,7.5,11.0,1.2,7.0,13.0,1.2,7.59,12.74,1.22,7.12,12.18,1.33,3.4,1.33,3.4
2023-24,Premier League,1,league,E0,2024-05-04,15:00,Brentford,Fulham,G Scott,0,0,D,0.0,0.0,D,7.0,15.0,3.0,3.0,7.0,6.0,3.0,6.0,1.0,1.0,0.0,0.0,2.1,3.8,3.2,2.05,3.8,3.25,2.12,3.8,3.25,2.07,3.82,3.36,1.57,2.38,1.62,2.3
2023-24,Premier League,1,league,E0,2024-05-04,15:00,Burnley,Newcastle,A Taylor,1,4,A,0.0,3.0,A,17.0,23.0,5.0,11.0,4.0,11.0,8.0,8.0,2.0,2.0,0.0,0.0,3.4,4.0,1.95,3.4,4.0,1.95,3.38,3.98,2.02,3.35,4.08,2.01,1.5,2.63,1.44,2.75
2023-24,Premier League,1,league,E0,2024-05-04,15:00,Sheffield United,Nott'm Forest,C Kavanagh,1,3,A,1.0,1.0,D,17.0,15.0,5.0,4.0,5.0,3.0,9.0,7.0,0.0,1.0,1.0,0.0,4.75,4.2,1.65,4.75,4.2,1.67,4.68,4.25,1.69,4.83,4.2,1.68,1.57,2.38,1.57,2.38
2023-24,Premier League,1,league,E0,2024-05-04,17:30,Man City,Wolves,C Pawson,5,1,H,3.0,0.0,H,20.0,2.0,12.0,1.0,6.0,0.0,4.0,17.0,0.0,4.0,0.0,0.0,1.08,12.0,21.0,1.08,13.0,19.0,1.09,11.51,25.33,1.1,12.16,23.44,1.3,3.5,1.25,4.0
2023-24,Bundesliga,1,league,D1,2024-05-05,14:30,Union Berlin,Bochum,,3,4,A,0.0,3.0,A,12.0,17.0,6.0,5.0,6.0,4.0,13.0,16.0,0.0,1.0,0.0,0.0,1.95,3.5,4.0,1.95,3.6,3.8,1.97,3.47,4.02,1.99,3.51,3.9,2.0,1.8,1.93,1.97
2023-24,Bundesliga,1,league,D1,2024-05-05,16:30,Ein Frankfurt,Leverkusen,,1,5,A,1.0,2.0,A,16.0,10.0,5.0,6.0,10.0,5.0,10.0,4.0,0.0,0.0,0.0,0.0,3.2,3.5,2.2,2.8,3.5,2.4,3.16,3.59,2.23,2.87,3.51,2.4,1.73,2.1,1.73,2.1
2023-24,Bundesliga,1,league,D1,2024-05-05,18:30,Heidenheim,Mainz,,1,1,D,0.0,1.0,A,16.0,10.0,6.0,4.0,6.0,3.0,8.0,8.0,2.0,3.0,0.0,0.0,3.0,3.5,2.3,3.0,3.4,2.38,2.99,3.58,2.33,2.92,3.48,2.41,1.73,2.1,1.84,2.06
2023-24,La Liga,1,league,SP1,2024-05-05,13:00,Osasuna,Betis,,0,2,A,0.0,2.0,A,12.0,10.0,2.0,4.0,8.0,5.0,13.0,13.0,2.0,2.0,1.0,0.0,3.2,3.25,2.38,3.25,3.25,2.3,3.16,3.27,2.36,3.3,3.2,2.33,2.2,1.67,2.3,1.62
2023-24,La Liga,1,league,SP1,2024-05-05,15:15,Celta,Villarreal,,3,2,H,2.0,1.0,H,23.0,11.0,7.0,3.0,2.0,1.0,11.0,5.0,4.0,0.0,0.0,1.0,2.3,3.6,2.88,2.63,3.6,2.5,2.37,3.64,2.87,2.7,3.62,2.51,1.67,2.2,1.62,2.3
2023-24,La Liga,1,league,SP1,2024-05-05,17:30,Valencia,Alaves,,0,1,A,0.0,0.0,D,13.0,14.0,1.0,4.0,5.0,7.0,9.0,17.0,1.0,3.0,0.0,0.0,2.1,3.0,4.0,2.2,3.2,3.6,2.13,3.0,4.13,2.25,3.06,3.66,2.75,1.44,2.5,1.53
2023-24,La Liga,1,league,SP1,2024-05-05,20:00,Sevilla,Granada,,3,0,H,1.0,0.0,H,11.0,8.0,5.0,3.0,5.0,4.0,15.0,13.0,2.0,2.0,0.0,0.0,1.65,4.0,5.25,1.7,4.0,4.75,1.65,4.07,5.18,1.69,3.91,4.96,1.86,2.04,1.95,1.95
2023-24,La Liga,1,league,SP1,2024-05-05,20:00,Vallecano,Almeria,,0,1,A,0.0,1.0,A,27.0,7.0,10.0,2.0,9.0,2.0,17.0,15.0,3.0,2.0,0.0,0.0,1.57,4.0,5.75,1.65,3.8,5.5,1.58,4.15,5.8,1.66,3.89,5.45,1.85,2.05,2.05,1.85
2023-24,Premier League,1,league,E0,2024-05-05,14:00,Brighton,Aston Villa,R Jones,1,0,H,0.0,0.0,D,15.0,2.0,8.0,1.0,7.0,3.0,13.0,10.0,2.0,1.0,0.0,0.0,2.75,3.75,2.45,2.3,3.6,2.8,2.72,3.77,2.43,2.45,3.81,2.7,1.5,2.63,1.44,2.75
2023-24,Premier League,1,league,E0,2024-05-05,14:00,Chelsea,West Ham,A Madley,5,0,H,3.0,0.0,H,25.0,13.0,14.0,2.0,8.0,6.0,12.0,10.0,1.0,3.0,0.0,0.0,1.65,4.5,4.5,1.5,5.0,5.5,1.65,4.55,4.58,1.5,5.05,5.71,1.4,3.0,1.33,3.4
2023-24,Premier League,1,league,E0,2024-05-05,16:30,Liverpool,Tottenham,P Tierney,4,2,H,2.0,0.0,H,25.0,11.0,13.0,6.0,8.0,3.0,14.0,12.0,1.0,4.0,0.0,0.0,1.5,5.75,5.0,1.44,5.75,5.5,1.48,5.26,5.61,1.43,5.69,6.13,1.25,4.0,1.25,4.0
2023-24,Premier League,1,league,E0,2024-05-06,20:00,Crystal Palace,Man United,J Gillett ,4,0,H,2.0,0.0,H,18.0,7.0,10.0,2.0,6.0,3.0,12.0,8.0,1.0,1.0,0.0,0.0,2.38,3.75,2.8,1.95,3.8,3.6,2.38,3.76,2.79,2.03,3.93,3.43,1.53,2.5,1.53,2.5
2023-24,Bundesliga,1,league,D1,2024-05-10,19:30,Augsburg,Stuttgart,,0,1,A,0.0,0.0,D,9.0,19.0,1.0,7.0,5.0,5.0,15.0,9.0,4.0,2.0,0.0,0.0,4.0,4.2,1.75,4.0,4.2,1.75,3.88,4.34,1.81,4.0,4.38,1.77,1.36,3.2,1.4,3.0
2023-24,La Liga,1,league,SP1,2024-05-10,20:00,Alaves,Girona,,2,2,D,1.0,2.0,A,14.0,15.0,8.0,5.0,5.0,3.0,13.0,6.0,3.0,2.0,0.0,0.0,3.5,3.6,2.05,3.1,3.5,2.25,3.48,3.57,2.11,3.16,3.58,2.25,1.8,2.0,1.73,2.1
2023-24,Bundesliga,1,league,D1,2024-05-11,14:30,FC Koln,Union Berlin,,3,2,H,1.0,2.0,A,18.0,14.0,5.0,6.0,6.0,8.0,15.0,16.0,3.0,2.0,0.0,0.0,2.8,3.3,2.55,2.55,3.3,2.75,2.8,3.38,2.57,2.59,3.37,2.74,2.05,1.85,1.95,1.95
2023-24,Bundesliga,1,league,D1,2024-05-11,14:30,Freiburg,Heidenheim,,1,1,D,1.0,1.0,D,19.0,9.0,3.0,3.0,2.0,4.0,9.0,11.0,1.0,1.0,0.0,0.0,1.7,4.0,4.5,1.75,4.0,4.33,1.73,4.06,4.59,1.76,4.0,4.46,1.62,2.3,1.67,2.2
2023-24,Bundesliga,1,league,D1,2024-05-11,14:30,M'gladbach,Ein Frankfurt,,1,1,D,1.0,1.0,D,6.0,16.0,3.0,1.0,2.0,8.0,9.0,10.0,1.0,0.0,0.0,0.0,2.45,3.75,2.63,2.6,3.75,2.45,2.51,3.71,2.66,2.67,3.7,2.51,1.57,2.38,1.57,2.38
2023-24,Bundesliga,1,league,D1,2024-05-11,14:30,RB Leipzig,Werder Bremen,,1,1,D,0.0,1.0,A,13.0,10.0,5.0,1.0,4.0,3.0,12.0,6.0,1.0,0.0,0.0,0.0,1.29,6.5,8.0,1.4,5.25,6.5,1.29,6.54,8.64,1.37,5.55,7.14,1.29,3.75,1.36,3.2
2023-24,Bundesliga,1,league,D1,2024-05-11,17:30,Mainz,Dortmund,,3,0,H,3.0,0.0,H,14.0,10.0,6.0,2.0,4.0,2.0,14.0,11.0,2.0,2.0,0.0,0.0,2.2,3.6,3.1,1.83,4.0,3.8,2.21,3.9,2.98,1.91,4.08,3.67,1.5,2.63,1.44,2.75
2023-24,La Liga,1,league,SP1,2024-05-11,13:00,Mallorca,Las Palmas,,1,0,H,1.0,0.0,H,7.0,7.0,2.0,1.0,2.0,2.0,18.0,10.0,6.0,2.0,0.0,0.0,1.65,3.5,6.5,1.62,3.6,6.5,1.66,3.46,6.65,1.65,3.53,6.57,2.63,1.5,2.5,1.53
2023-24,La Liga,1,league,SP1,2024-05-11,15:15,Villarreal,Sevilla,,3,2,H,1.0,2.0,A,25.0,8.0,7.0,4.0,10.0,1.0,12.0,14.0,3.0,5.0,0.0,0.0,1.83,4.0,3.8,1.95,3.8,3.5,1.87,3.94,3.9,2.01,3.8,3.55,1.57,2.38,1.62,2.3
2023-24,La Liga,1,league,SP1,2024-05-11,17:30,Granada,Real Madrid,,0,4,A,0.0,2.0,A,12.0,13.0,1.0,7.0,8.0,5.0,11.0,10.0,2.0,0.0,0.0,0.0,5.5,4.6,1.53,5.5,4.75,1.55,5.8,4.57,1.53,5.6,4.48,1.56,1.67,2.2,1.62,2.3
2023-24,La Liga,1,league,SP1,2024-05-11,20:00,Ath Bilbao,Osasuna,,2,2,D,0.0,1.0,A,15.0,13.0,6.0,3.0,8.0,6.0,9.0,14.0,2.0,4.0,0.0,0.0,1.44,4.33,7.5,1.4,4.5,8.5,1.47,4.38,7.53,1.41,4.55,8.57,1.99,1.91,2.0,1.9
2023-24,Premier League,1,league,E0,2024-05-11,12:30,Fulham,Man City,A Taylor,0,4,A,0.0,1.0,A,1.0,16.0,1.0,9.0,1.0,7.0,9.0,6.0,1.0,0.0,1.0,0.0,13.0,7.0,1.2,12.0,7.0,1.2,12.3,7.05,1.22,11.13,7.21,1.23,1.36,3.2,1.33,3.4
2023-24,Premier League,1,league,E0,2024-05-11,15:00,Bournemouth,Brentford,M Donohue,1,2,A,0.0,0.0,D,13.0,11.0,4.0,5.0,3.0,8.0,16.0,12.0,2.0,2.0,0.0,0.0,1.95,4.0,3.5,2.15,3.6,3.2,1.98,3.99,3.5,2.11,3.9,3.22,1.44,2.75,1.5,2.63
2023-24,Premier League,1,league,E0,2024-05-11,15:00,Everton,Sheffield United,S Attwell,1,0,H,1.0,0.0,H,15.0,13.0,6.0,1.0,3.0,6.0,6.0,11.0,1.0,2.0,0.0,0.0,1.4,4.8,7.5,1.4,5.0,7.0,1.4,5.13,7.46,1.43,5.05,7.08,1.53,2.5,1.53,2.5
2023-24,Premier League,1,league,E0,2024-05-11,15:00,Newcastle,Brighton,D England,1,1,D,1.0,1.0,D,18.0,15.0,7.0,4.0,8.0,4.0,9.0,16.0,3.0,4.0,0.0,0.0,1.57,4.75,4.75,1.57,4.75,5.0,1.59,4.81,4.84,1.59,4.75,4.99,1.33,3.4,1.36,3.2
2023-24,Premier League,1,league,E0,2024-05-11,15:00,Tottenham,Burnley,J Gillett,2,1,H,1.0,1.0,D,21.0,7.0,9.0,3.0,9.0,3.0,10.0,14.0,3.0,5.0,0.0,0.0,1.36,5.75,7.0,1.29,6.5,8.0,1.35,6.01,7.33,1.32,6.25,8.08,1.25,4.0,1.22,4.33
2023-24,Premier League,1,league,E0,2024-05-11,15:00,West Ham,Luton,M Oliver,3,1,H,0.0,1.0,A,24.0,4.0,8.0,1.0,7.0,6.0,9.0,15.0,1.0,3.0,0.0,0.0,1.8,4.2,3.8,1.85,4.0,3.8,1.82,4.33,3.83,1.86,4.23,3.76,1.44,2.75,1.4,3.0
2023-24,Premier League,1,league,E0,2024-05-11,15:00,Wolves,Crystal Palace,T Bramall,1,3,A,0.0,2.0,A,13.0,13.0,7.0,3.0,8.0,3.0,13.0,12.0,3.0,2.0,0.0,1.0,2.88,3.5,2.38,3.2,3.5,2.2,2.86,3.51,2.47,3.2,3.55,2.24,1.8,2.0,1.8,2.0
2023-24,Premier League,1,league,E0,2024-05-11,17:30,Nott'm Forest,Chelsea,T Harrington,2,3,A,1.0,1.0,D,20.0,12.0,4.0,5.0,5.0,6.0,14.0,8.0,2.0,3.0,0.0,0.0,3.4,3.8,2.0,4.0,4.0,1.85,3.39,3.94,2.03,4.11,3.99,1.84,1.5,2.63,1.62,2.3
2023-24,Bundesliga,1,league,D1,2024-05-12,14:30,Darmstadt,Hoffenheim,,0,6,A,0.0,5.0,A,9.0,12.0,1.0,7.0,2.0,3.0,9.0,3.0,3.0,0.0,0.0,0.0,4.75,4.5,1.62,5.0,5.0,1.53,4.66,4.62,1.64,4.91,4.89,1.56,1.36,3.2,1.29,3.75
2023-24,Bundesliga,1,league,D1,2024-05-12,16:30,Bayern Munich,Wolfsburg,,2,0,H,2.0,0.0,H,5.0,5.0,3.0,2.0,4.0,0.0,7.0,8.0,0.0,2.0,0.0,0.0,1.33,6.0,7.5,1.5,5.25,5.25,1.35,5.89,7.55,1.48,4.92,5.88,1.36,3.2,1.44,2.75
2023-24,Bundesliga,1,league,D1,2024-05-12,18:30,Bochum,Leverkusen,,0,5,A,0.0,2.0,A,2.0,28.0,0.0,10.0,2.0,6.0,5.0,10.0,2.0,1.0,1.0,0.0,4.2,4.33,1.7,4.2,4.2,1.73,4.34,4.32,1.72,4.41,4.05,1.75,1.44,2.75,1.57,2.38
2023-24,La Liga,1,league,SP1,2024-05-12,13:00,Cadiz,Getafe,,1,0,H,1.0,0.0,H,13.0,10.0,6.0,4.0,6.0,2.0,23.0,16.0,5.0,2.0,0.0,0.0,2.1,3.2,3.8,2.05,3.25,4.0,2.11,3.21,3.86,2.11,3.19,3.85,2.5,1.53,2.5,1.53
2023-24,La Liga,1,league,SP1,2024-05-12,15:15,Ath Madrid,Celta,,1,0,H,0.0,0.0,D,21.0,6.0,8.0,2.0,4.0,7.0,7.0,9.0,1.0,1.0,0.0,0.0,1.42,4.75,7.0,1.4,4.5,8.0,1.44,4.64,7.42,1.4,4.92,7.92,1.62,2.3,1.57,2.38
2023-24,La Liga,1,league,SP1,2024-05-12,17:30,Valencia,Vallecano,,0,0,D,0.0,0.0,D,13.0,12.0,5.0,1.0,6.0,3.0,14.0,21.0,1.0,2.0,0.0,0.0,2.25,3.1,3.5,2.25,3.1,3.5,2.28,3.08,3.55,2.27,3.09,3.58,2.5,1.53,2.63,1.5
2023-24,La Liga,1,league,SP1,2024-05-12,20:00,Betis,Almeria,,3,2,H,2.0,1.0,H,14.0,14.0,7.0,7.0,3.0,5.0,9.0,10.0,0.0,2.0,0.0,0.0,1.33,5.5,8.5,1.4,5.25,6.5,1.35,5.39,8.26,1.39,5.2,7.53,1.53,2.5,1.53,2.5
2023-24,Premier League,1,league,E0,2024-05-12,16:30,Man United,Arsenal,P Tierney,0,1,A,0.0,1.0,A,14.0,11.0,2.0,5.0,4.0,7.0,5.0,6.0,0.0,2.0,0.0,0.0,7.0,5.5,1.36,9.5,6.0,1.29,7.08,5.5,1.39,9.06,6.14,1.3,1.36,3.2,1.4,3.0
2023-24,La Liga,1,league,SP1,2024-05-13,20:00,Barcelona,Sociedad,,2,0,H,1.0,0.0,H,14.0,10.0,5.0,3.0,6.0,2.0,12.0,14.0,2.0,3.0,0.0,0.0,1.8,3.6,4.5,1.7,3.8,5.0,1.82,3.72,4.35,1.71,3.88,4.88,1.95,1.95,1.73,2.1
2023-24,Premier League,1,league,E0,2024-05-13,20:00,Aston Villa,Liverpool,S Hooper,3,3,D,1.0,2.0,A,19.0,14.0,5.0,7.0,5.0,4.0,11.0,15.0,1.0,1.0,0.0,0.0,4.2,4.33,1.7,3.7,4.75,1.75,4.15,4.55,1.71,3.83,4.53,1.79,1.33,3.4,1.36,3.2
2023-24,La Liga,1,league,SP1,2024-05-14,18:30,Osasuna,Mallorca,,1,1,D,1.0,0.0,H,10.0,10.0,4.0,4.0,2.0,4.0,12.0,11.0,0.0,1.0,0.0,0.0,2.8,2.9,2.88,2.7,2.9,3.0,2.81,2.92,2.91,2.75,2.87,3.02,3.0,1.4,3.0,1.4
2023-24,La Liga,1,league,SP1,2024-05-14,20:30,Real Madrid,Alaves,,5,0,H,3.0,0.0,H,22.0,18.0,11.0,10.0,4.0,1.0,6.0,12.0,1.0,1.0,0.0,0.0,1.22,7.5,11.0,1.22,7.5,11.0,1.21,7.03,14.07,1.21,7.08,13.26,1.5,2.63,1.44,2.75
2023-24,La Liga,1,league,SP1,2024-05-14,21:00,Girona,Villarreal,,0,1,A,0.0,0.0,D,22.0,11.0,5.0,3.0,5.0,1.0,3.0,14.0,1.0,5.0,0.0,1.0,1.7,4.5,4.2,1.7,4.5,4.33,1.7,4.53,4.31,1.66,4.59,4.52,1.33,3.4,1.36,3.2
2023-24,Premier League,1,league,E0,2024-05-14,20:00,Tottenham,Man City,C Kavanagh,0,2,A,0.0,0.0,D,10.0,8.0,5.0,5.0,7.0,4.0,14.0,11.0,3.0,3.0,0.0,0.0,6.5,6.0,1.36,6.5,6.0,1.36,6.94,5.91,1.38,6.73,6.02,1.38,1.25,4.0,1.29,3.75
2023-24,La Liga,1,league,SP1,2024-05-15,18:30,Sevilla,Cadiz,,0,1,A,0.0,0.0,D,14.0,19.0,3.0,7.0,1.0,9.0,13.0,11.0,6.0,2.0,0.0,0.0,1.9,3.6,4.0,2.1,3.4,3.5,1.91,3.61,4.12,2.14,3.42,3.52,2.0,1.8,2.1,1.73
2023-24,La Liga,1,league,SP1,2024-05-15,18:30,Vallecano,Granada,,2,1,H,1.0,0.0,H,18.0,10.0,9.0,1.0,6.0,6.0,12.0,17.0,4.0,3.0,1.0,0.0,1.65,3.8,5.5,1.53,4.0,7.0,1.67,3.77,5.54,1.53,4.15,6.83,2.2,1.67,2.06,1.84
2023-24,La Liga,1,league,SP1,2024-05-15,21:00,Celta,Ath Bilbao,,2,1,H,0.0,1.0,A,10.0,7.0,4.0,2.0,2.0,3.0,15.0,14.0,2.0,0.0,0.0,0.0,2.63,3.3,2.7,2.3,3.3,3.2,2.61,3.37,2.74,2.3,3.29,3.29,1.99,1.91,2.1,1.73
2023-24,La Liga,1,league,SP1,2024-05-15,21:00,Getafe,Ath Madrid,,0,3,A,0.0,2.0,A,8.0,7.0,3.0,3.0,6.0,3.0,17.0,7.0,4.0,3.0,0.0,0.0,4.75,3.4,1.83,5.25,3.7,1.73,4.7,3.54,1.82,5.03,3.73,1.74,2.2,1.67,2.04,1.86
2023-24,Premier League,1,league,E0,2024-05-15,19:45,Brighton,Chelsea,M Salisbury,1,2,A,0.0,1.0,A,12.0,13.0,2.0,6.0,4.0,6.0,13.0,14.0,2.0,2.0,0.0,1.0,3.3,4.0,1.95,3.2,4.0,2.0,3.37,3.99,2.02,3.25,4.08,2.06,1.4,3.0,1.36,3.2
2023-24,Premier League,1,league,E0,2024-05-15,20:00,Man United,Newcastle,R Jones,3,2,H,1.0,0.0,H,17.0,21.0,8.0,8.0,9.0,9.0,16.0,7.0,3.0,3.0,0.0,0.0,2.75,4.0,2.3,2.7,3.9,2.35,2.73,4.04,2.34,2.7,3.95,2.4,1.33,3.4,1.36,3.2
2023-24,La Liga,1,league,SP1,2024-05-16,18:30,Las Palmas,Betis,,2,2,D,1.0,1.0,D,16.0,6.0,9.0,4.0,4.0,8.0,9.0,12.0,2.0,1.0,0.0,0.0,4.0,3.5,1.91,3.2,3.2,2.38,4.04,3.57,1.94,3.14,3.28,2.36,2.02,1.88,2.2,1.67
2023-24,La Liga,1,league,SP1,2024-05-16,20:30,Almeria,Barcelona,,0,2,A,0.0,1.0,A,12.0,16.0,3.0,7.0,4.0,7.0,9.0,11.0,0.0,1.0,0.0,0.0,6.5,5.0,1.44,7.0,5.0,1.4,6.62,5.32,1.42,7.12,5.39,1.39,1.36,3.2,1.36,3.2
2023-24,La Liga,1,league,SP1,2024-05-16,21:00,Sociedad,Valencia,,1,0,H,1.0,0.0,H,10.0,7.0,5.0,3.0,3.0,3.0,11.0,13.0,0.0,2.0,0.0,0.0,1.6,3.9,5.75,1.45,4.2,7.5,1.65,3.76,5.85,1.48,4.19,7.81,2.2,1.67,2.2,1.67
2023-24,Bundesliga,1,league,D1,2024-05-18,14:30,Dortmund,Darmstadt,,4,0,H,2.0,0.0,H,21.0,7.0,10.0,1.0,7.0,3.0,4.0,10.0,0.0,3.0,0.0,0.0,1.17,8.5,13.0,1.13,9.5,19.0,1.16,8.99,14.24,1.12,10.37,18.36,1.2,4.5,1.2,4.5
2023-24,Bundesliga,1,league,D1,2024-05-18,14:30,Ein Frankfurt,RB Leipzig,,2,2,D,0.0,1.0,A,19.0,9.0,6.0,5.0,8.0,3.0,10.0,11.0,2.0,2.0,0.0,0.0,2.8,3.8,2.3,2.15,3.9,3.0,2.76,3.79,2.4,2.34,3.75,2.87,1.5,2.63,1.44,2.75
2023-24,Bundesliga,1,league,D1,2024-05-18,14:30,Heidenheim,FC Koln,,4,1,H,3.0,0.0,H,13.0,19.0,7.0,9.0,5.0,12.0,9.0,20.0,1.0,3.0,0.0,0.0,2.3,4.0,2.7,2.05,4.2,3.1,2.35,3.97,2.74,2.11,3.98,3.16,1.5,2.63,1.5,2.63
2023-24,Bundesliga,1,league,D1,2024-05-18,14:30,Hoffenheim,Bayern Munich,,4,2,H,1.0,2.0,A,17.0,12.0,9.0,4.0,6.0,5.0,7.0,9.0,3.0,1.0,0.0,0.0,2.88,4.5,2.0,3.5,4.33,1.85,3.0,4.43,2.06,3.42,4.4,1.91,1.25,4.0,1.3,3.5
2023-24,Bundesliga,1,league,D1,2024-05-18,14:30,Leverkusen,Augsburg,,2,1,H,2.0,0.0,H,19.0,8.0,8.0,2.0,5.0,4.0,6.0,7.0,0.0,1.0,0.0,0.0,1.3,6.0,9.0,1.2,7.5,12.0,1.29,6.59,8.71,1.19,7.88,12.94,1.25,4.0,1.25,4.0
