date,team,opponent,elo,opp_elo
2021-12-03,Oman,Qatar,1624.9,1752.9
2021-12-03,Mauritania,United Arab Emirates,1453.9,1633.6
2021-12-03,United Arab Emirates,Mauritania,1633.6,1453.9
2021-12-03,Syria,Tunisia,1547.7,1762.8
2021-12-03,Tunisia,Syria,1762.8,1547.7
2021-12-04,El Salvador,Ecuador,1630.1,1922.1
2021-12-04,Ecuador,El Salvador,1922.1,1630.1
2021-12-04,Jordan,Morocco,1644.1,1831.1
2021-12-04,Morocco,Jordan,1831.1,1644.1
2021-12-04,Palestine,Saudi Arabia,1538.6,1775.3
2021-12-04,Saudi Arabia,Palestine,1775.3,1538.6
2021-12-04,Lebanon,Algeria,1499.2,1867.1
2021-12-04,Algeria,Lebanon,1867.1,1499.2
2021-12-04,Sudan,Egypt,1448.6,1743.9
2021-12-04,Egypt,Sudan,1743.9,1448.6
2021-12-05,Timor-Leste,Thailand,859.8,1450.2
2021-12-05,Thailand,Timor-Leste,1450.2,859.8
2021-12-05,Singapore,Myanmar,1271.0,1180.1
2021-12-05,Myanmar,Singapore,1180.1,1271.0
2021-12-06,Oman,Bahrain,1618.6,1660.5
2021-12-06,Bahrain,Oman,1660.5,1618.6
2021-12-06,Qatar,Iraq,1759.3,1680.4
2021-12-06,Iraq,Qatar,1680.4,1759.3
2021-12-06,Syria,Mauritania,1582.6,1446.0
2021-12-06,Mauritania,Syria,1446.0,1582.6
2021-12-06,Tunisia,United Arab Emirates,1727.9,1641.4
2021-12-06,United Arab Emirates,Tunisia,1641.4,1727.9
2021-12-06,Cambodia,Malaysia,1081.2,1369.0
2021-12-06,Malaysia,Cambodia,1369.0,1081.2
2021-12-06,Laos,Vietnam,946.8,1487.9
2021-12-06,Vietnam,Laos,1487.9,946.8
2021-12-07,Jordan,Palestine,1629.8,1547.5
2021-12-07,Palestine,Jordan,1547.5,1629.8
2021-12-07,Morocco,Saudi Arabia,1845.4,1766.4
2021-12-07,Saudi Arabia,Morocco,1766.4,1845.4
2021-12-07,Algeria,Egypt,1871.9,1753.2
2021-12-07,Egypt,Algeria,1753.2,1871.9
2021-12-07,Lebanon,Sudan,1494.3,1439.3
2021-12-07,Sudan,Lebanon,1439.3,1494.3
2021-12-08,Mexico,Chile,1945.6,1854.2
2021-12-08,Chile,Mexico,1854.2,1945.6
2021-12-08,Myanmar,Timor-Leste,1167.0,858.4
2021-12-08,Timor-Leste,Myanmar,858.4,1167.0
2021-12-08,Singapore,Philippines,1284.1,1327.9
2021-12-08,Philippines,Singapore,1327.9,1284.1
2021-12-09,Tanzania,Uganda,1450.4,1556.1
2021-12-09,Uganda,Tanzania,1556.1,1450.4
2021-12-09,Malaysia,Laos,1376.2,944.9
2021-12-09,Laos,Malaysia,944.9,1376.2
2021-12-09,Indonesia,Cambodia,1293.4,1074.0
2021-12-09,Cambodia,Indonesia,1074.0,1293.4
2021-12-10,Tunisia,Oman,1739.3,1648.0
2021-12-10,Oman,Tunisia,1648.0,1739.3
2021-12-10,Qatar,United Arab Emirates,1773.1,1630.1
2021-12-10,United Arab Emirates,Qatar,1630.1,1773.1
2021-12-11,Egypt,Jordan,1758.1,1651.4
2021-12-11,Jordan,Egypt,1651.4,1758.1
2021-12-11,Morocco,Algeria,1857.0,1866.9
2021-12-11,Algeria,Morocco,1866.9,1857.0
2021-12-11,El Salvador,Chile,1636.9,1856.8
2021-12-11,Chile,El Salvador,1856.8,1636.9
2021-12-11,Timor-Leste,Philippines,851.9,1315.3
2021-12-11,Philippines,Timor-Leste,1315.3,851.9
2021-12-11,Thailand,Myanmar,1451.6,1173.5
2021-12-11,Myanmar,Thailand,1173.5,1451.6
2021-12-12,Laos,Indonesia,940.5,1303.3
2021-12-12,Indonesia,Laos,1303.3,940.5
2021-12-12,Vietnam,Malaysia,1489.8,1380.6
2021-12-12,Malaysia,Vietnam,1380.6,1489.8
2021-12-14,Philippines,Thailand,1319.7,1461.1
2021-12-14,Thailand,Philippines,1461.1,1319.7
2021-12-14,Singapore,Timor-Leste,1296.7,847.5
2021-12-14,Timor-Leste,Singapore,847.5,1296.7
2021-12-15,Tunisia,Egypt,1750.4,1773.9
2021-12-15,Egypt,Tunisia,1773.9,1750.4
2021-12-15,Qatar,Algeria,1785.0,1866.5
2021-12-15,Algeria,Qatar,1866.5,1785.0
2021-12-15,Cambodia,Laos,1064.1,934.3
2021-12-15,Laos,Cambodia,934.3,1064.1
2021-12-15,Indonesia,Vietnam,1309.5,1508.0
2021-12-15,Vietnam,Indonesia,1508.0,1309.5
2021-12-18,Qatar,Egypt,1769.2,1757.9
2021-12-18,Egypt,Qatar,1757.9,1769.2
2021-12-18,Tunisia,Algeria,1766.4,1882.3
2021-12-18,Algeria,Tunisia,1882.3,1766.4
2021-12-18,United States,Bosnia and Herzegovina,1965.9,1652.4
2021-12-18,Bosnia and Herzegovina,United States,1652.4,1965.9
2021-12-18,Singapore,Thailand,1298.6,1470.3
2021-12-18,Thailand,Singapore,1470.3,1298.6
2021-12-18,Myanmar,Philippines,1164.1,1310.5
2021-12-18,Philippines,Myanmar,1310.5,1164.1
2021-12-19,Vietnam,Cambodia,1500.3,1081.0
2021-12-19,Cambodia,Vietnam,1081.0,1500.3
2021-12-19,Malaysia,Indonesia,1362.3,1317.2
2021-12-19,Indonesia,Malaysia,1317.2,1362.3
2021-12-22,Singapore,Indonesia,1280.6,1346.9
2021-12-22,Indonesia,Singapore,1346.9,1280.6
2021-12-23,Vietnam,Thailand,1504.9,1488.2
2021-12-23,Thailand,Vietnam,1488.2,1504.9
2021-12-25,Singapore,Indonesia,1279.2,1348.3
2021-12-25,Indonesia,Singapore,1348.3,1279.2
2021-12-26,Thailand,Vietnam,1511.8,1481.3
2021-12-26,Vietnam,Thailand,1481.3,1511.8
2021-12-29,Indonesia,Thailand,1372.8,1510.5
2021-12-29,Thailand,Indonesia,1510.5,1372.8
2021-12-30,Mauritania,Burkina Faso,1466.6,1674.3
2021-12-30,Burkina Faso,Mauritania,1674.3,1466.6
2021-12-30,Sudan,Ethiopia,1426.7,1463.0
2021-12-30,Ethiopia,Sudan,1463.0,1426.7
2021-12-31,Malawi,Comoros,1396.6,1389.9
2021-12-31,Comoros,Malawi,1389.9,1396.6
2022-01-01,Thailand,Indonesia,1528.0,1355.3
2022-01-01,Indonesia,Thailand,1355.3,1528.0
2022-01-02,Gabon,Burkina Faso,1516.6,1668.9
2022-01-02,Burkina Faso,Gabon,1668.9,1516.6
2022-01-02,Sudan,Zimbabwe,1417.7,1438.2
2022-01-02,Zimbabwe,Sudan,1438.2,1417.7
2022-01-03,Rwanda,Guinea,1397.9,1524.9
2022-01-03,Guinea,Rwanda,1524.9,1397.9
2022-01-04,Mauritania,Gabon,1472.0,1506.3
2022-01-04,Gabon,Mauritania,1506.3,1472.0
2022-01-05,Algeria,Ghana,1897.6,1720.0
2022-01-05,Ghana,Algeria,1720.0,1897.6
2022-01-06,Rwanda,Guinea,1416.7,1506.1
2022-01-06,Guinea,Rwanda,1506.1,1416.7
2022-01-09,Cameroon,Burkina Faso,1713.1,1679.2
2022-01-09,Burkina Faso,Cameroon,1679.2,1713.1
2022-01-09,Ethiopia,Cape Verde,1471.9,1581.0
2022-01-09,Cape Verde,Ethiopia,1581.0,1471.9
2022-01-10,Senegal,Zimbabwe,1821.2,1437.6
2022-01-10,Zimbabwe,Senegal,1437.6,1821.2
2022-01-10,Guinea,Malawi,1521.5,1406.4
2022-01-10,Malawi,Guinea,1406.4,1521.5
2022-01-10,Morocco,Ghana,1857.5,1710.7
2022-01-10,Ghana,Morocco,1710.7,1857.5
2022-01-10,Comoros,Gabon,1380.1,1505.4
2022-01-10,Gabon,Comoros,1505.4,1380.1
2022-01-11,Nigeria,Egypt,1737.0,1762.6
2022-01-11,Egypt,Nigeria,1762.6,1737.0
2022-01-11,Sudan,Guinea-Bissau,1418.3,1498.2
2022-01-11,Guinea-Bissau,Sudan,1498.2,1418.3
2022-01-11,Algeria,Sierra Leone,1906.8,1480.8
2022-01-11,Sierra Leone,Algeria,1480.8,1906.8
2022-01-12,Iceland,Uganda,1604.0,1570.9
2022-01-12,Uganda,Iceland,1570.9,1604.0
2022-01-12,Equatorial Guinea,Ivory Coast,1543.6,1747.7
2022-01-12,Ivory Coast,Equatorial Guinea,1747.7,1543.6
2022-01-12,Tunisia,Mali,1751.2,1734.5
2022-01-12,Mali,Tunisia,1734.5,1751.2
2022-01-12,Mauritania,Gambia,1473.0,1463.4
2022-01-12,Gambia,Mauritania,1463.4,1473.0
2022-01-13,Cameroon,Ethiopia,1728.9,1454.5
2022-01-13,Ethiopia,Cameroon,1454.5,1728.9
2022-01-13,Cape Verde,Burkina Faso,1598.4,1663.4
2022-01-13,Burkina Faso,Cape Verde,1663.4,1598.4
2022-01-14,Senegal,Guinea,1826.1,1538.6
2022-01-14,Guinea,Senegal,1538.6,1826.1
2022-01-14,Malawi,Zimbabwe,1389.4,1432.6
2022-01-14,Zimbabwe,Malawi,1432.6,1389.4
2022-01-14,Morocco,Comoros,1872.5,1363.7
2022-01-14,Comoros,Morocco,1363.7,1872.5
2022-01-14,Gabon,Ghana,1521.7,1695.7
2022-01-14,Ghana,Gabon,1695.7,1521.7
2022-01-15,South Korea,Iceland,1879.8,1603.0
2022-01-15,Iceland,South Korea,1603.0,1879.8
2022-01-15,Nigeria,Sudan,1763.8,1423.9
2022-01-15,Sudan,Nigeria,1423.9,1763.8
2022-01-15,Guinea-Bissau,Egypt,1492.6,1735.7
2022-01-15,Egypt,Guinea-Bissau,1735.7,1492.6
2022-01-16,Colombia,Honduras,1968.9,1608.4
2022-01-16,Honduras,Colombia,1608.4,1968.9
2022-01-16,Peru,Panama,1899.5,1744.7
2022-01-16,Panama,Peru,1744.7,1899.5
2022-01-16,Ivory Coast,Sierra Leone,1759.5,1501.8
2022-01-16,Sierra Leone,Ivory Coast,1501.8,1759.5
2022-01-16,Algeria,Equatorial Guinea,1885.8,1531.8
2022-01-16,Equatorial Guinea,Algeria,1531.8,1885.8
2022-01-16,Gambia,Mali,1489.1,1760.7
2022-01-16,Mali,Gambia,1760.7,1489.1
2022-01-16,Tunisia,Mauritania,1725.0,1447.3
2022-01-16,Mauritania,Tunisia,1447.3,1725.0
2022-01-17,Burkina Faso,Ethiopia,1683.8,1445.5
2022-01-17,Ethiopia,Burkina Faso,1445.5,1683.8
2022-01-17,Cameroon,Cape Verde,1738.0,1578.0
2022-01-17,Cape Verde,Cameroon,1578.0,1738.0
2022-01-18,Moldova,Uganda,1234.8,1571.8
2022-01-18,Uganda,Moldova,1571.8,1234.8
2022-01-18,Malawi,Senegal,1417.5,1809.1
2022-01-18,Senegal,Malawi,1809.1,1417.5
2022-01-18,Zimbabwe,Guinea,1404.6,1555.5
2022-01-18,Guinea,Zimbabwe,1555.5,1404.6
2022-01-18,Gabon,Morocco,1533.3,1876.3
2022-01-18,Morocco,Gabon,1876.3,1533.3
2022-01-18,Ghana,Comoros,1684.1,1359.9
2022-01-18,Comoros,Ghana,1359.9,1684.1
2022-01-19,Egypt,Sudan,1745.6,1414.7
2022-01-19,Sudan,Egypt,1414.7,1745.6
2022-01-19,Guinea-Bissau,Nigeria,1482.7,1773.1
2022-01-19,Nigeria,Guinea-Bissau,1773.1,1482.7
2022-01-20,South Korea,Moldova,1886.1,1232.2
2022-01-20,Moldova,South Korea,1232.2,1886.1
2022-01-20,Peru,Jamaica,1893.2,1710.1
2022-01-20,Jamaica,Peru,1710.1,1893.2
2022-01-20,Ivory Coast,Algeria,1743.8,1841.6
2022-01-20,Algeria,Ivory Coast,1841.6,1743.8
2022-01-20,Sierra Leone,Equatorial Guinea,1517.6,1576.0
2022-01-20,Equatorial Guinea,Sierra Leone,1576.0,1517.6
2022-01-20,Gambia,Tunisia,1505.4,1740.7
2022-01-20,Tunisia,Gambia,1740.7,1505.4
2022-01-20,Mali,Mauritania,1744.3,1431.5
2022-01-20,Mauritania,Mali,1431.5,1744.3
2022-01-21,Bolivia,Trinidad and Tobago,1749.7,1534.7
2022-01-21,Trinidad and Tobago,Bolivia,1534.7,1749.7
2022-01-21,Iraq,Uganda,1666.6,1574.3
2022-01-21,Uganda,Iraq,1574.3,1666.6
2022-01-23,Burkina Faso,Gabon,1668.9,1552.2
2022-01-23,Gabon,Burkina Faso,1552.2,1668.9
2022-01-23,Nigeria,Tunisia,1785.0,1701.0
2022-01-23,Tunisia,Nigeria,1701.0,1785.0
2022-01-24,Cameroon,Comoros,1722.2,1403.2
2022-01-24,Comoros,Cameroon,1403.2,1722.2
2022-01-24,Guinea,Gambia,1520.3,1545.2
2022-01-24,Gambia,Guinea,1545.2,1520.3
2022-01-25,Morocco,Malawi,1857.4,1437.8
2022-01-25,Malawi,Morocco,1437.8,1857.4
2022-01-25,Senegal,Cape Verde,1788.9,1593.9
2022-01-25,Cape Verde,Senegal,1593.9,1788.9
2022-01-26,Ivory Coast,Egypt,1791.5,1752.1
2022-01-26,Egypt,Ivory Coast,1752.1,1791.5
2022-01-26,Mali,Equatorial Guinea,1755.0,1596.9
2022-01-26,Equatorial Guinea,Mali,1596.9,1755.0
2022-01-27,Bahrain,Uganda,1631.1,1569.3
2022-01-27,Uganda,Bahrain,1569.3,1631.1
2022-01-27,Indonesia,Timor-Leste,1362.2,845.7
2022-01-27,Timor-Leste,Indonesia,845.7,1362.2
2022-01-27,Uzbekistan,South Sudan,1634.9,1254.4
2022-01-27,South Sudan,Uzbekistan,1254.4,1634.9
2022-01-27,Jamaica,Mexico,1704.4,1943.1
2022-01-27,Mexico,Jamaica,1943.1,1704.4
2022-01-27,United States,El Salvador,1967.6,1632.5
2022-01-27,El Salvador,United States,1632.5,1967.6
2022-01-27,Honduras,Canada,1606.1,1909.1
2022-01-27,Canada,Honduras,1909.1,1606.1
2022-01-27,Costa Rica,Panama,1733.0,1750.9
2022-01-27,Panama,Costa Rica,1750.9,1733.0
2022-01-27,Lebanon,South Korea,1507.0,1887.0
2022-01-27,South Korea,Lebanon,1887.0,1507.0
2022-01-27,Iran,Iraq,1935.1,1671.5
2022-01-27,Iraq,Iran,1671.5,1935.1
2022-01-27,United Arab Emirates,Syria,1618.2,1562.0
2022-01-27,Syria,United Arab Emirates,1562.0,1618.2
2022-01-27,Japan,China,1862.7,1641.2
2022-01-27,China,Japan,1641.2,1862.7
2022-01-27,Australia,Vietnam,1837.1,1482.6
2022-01-27,Vietnam,Australia,1482.6,1837.1
2022-01-27,Saudi Arabia,Oman,1754.8,1636.8
2022-01-27,Oman,Saudi Arabia,1636.8,1754.8
2022-01-27,Ecuador,Brazil,1915.3,2207.9
2022-01-27,Brazil,Ecuador,2207.9,1915.3
2022-01-27,Paraguay,Uruguay,1792.4,1908.3
2022-01-27,Uruguay,Paraguay,1908.3,1792.4
2022-01-27,Chile,Argentina,1861.2,2164.5
2022-01-27,Argentina,Chile,2164.5,1861.2
2022-01-28,Jordan,New Zealand,1635.6,1686.0
2022-01-28,New Zealand,Jordan,1686.0,1635.6
2022-01-28,Suriname,Barbados,1497.5,1264.2
2022-01-28,Barbados,Suriname,1264.2,1497.5
2022-01-28,Colombia,Peru,1971.1,1898.9
2022-01-28,Peru,Colombia,1898.9,1971.1
2022-01-28,Venezuela,Bolivia,1740.8,1755.4
2022-01-28,Bolivia,Venezuela,1755.4,1740.8
2022-01-29,Kuwait,Libya,1463.7,1450.1
2022-01-29,Libya,Kuwait,1450.1,1463.7
2022-01-29,Nepal,Mauritius,1150.9,1190.6
2022-01-29,Mauritius,Nepal,1190.6,1150.9
2022-01-29,Nicaragua,Belize,1394.1,1321.5
2022-01-29,Belize,Nicaragua,1321.5,1394.1
2022-01-29,Burkina Faso,Tunisia,1660.8,1731.9
2022-01-29,Tunisia,Burkina Faso,1731.9,1660.8
2022-01-29,Cameroon,Gambia,1726.3,1568.4
2022-01-29,Gambia,Cameroon,1568.4,1726.3
2022-01-30,Indonesia,Timor-Leste,1363.2,844.7
2022-01-30,Timor-Leste,Indonesia,844.7,1363.2
2022-01-30,Egypt,Morocco,1754.9,1861.5
2022-01-30,Morocco,Egypt,1861.5,1754.9
2022-01-30,Senegal,Equatorial Guinea,1807.3,1607.5
2022-01-30,Equatorial Guinea,Senegal,1607.5,1807.3
2022-01-30,Canada,United States,1923.3,1970.6
2022-01-30,United States,Canada,1970.6,1923.3
2022-01-30,Mexico,Costa Rica,1955.5,1748.4
2022-01-30,Costa Rica,Mexico,1748.4,1955.5
2022-01-30,Panama,Jamaica,1735.6,1692.0
2022-01-30,Jamaica,Panama,1692.0,1735.6
2022-01-30,Honduras,El Salvador,1591.9,1629.5
2022-01-30,El Salvador,Honduras,1629.5,1591.9
2022-02-01,Bahrain,DR Congo,1639.5,1618.5
2022-02-01,DR Congo,Bahrain,1618.5,1639.5
2022-02-01,Kuwait,Libya,1474.0,1439.8
2022-02-01,Libya,Kuwait,1439.8,1474.0
2022-02-01,Nepal,Mauritius,1159.2,1182.3
2022-02-01,Mauritius,Nepal,1182.3,1159.2
2022-02-01,Nicaragua,Belize,1404.3,1311.4
2022-02-01,Belize,Nicaragua,1311.4,1404.3
2022-02-01,Suriname,Guyana,1500.0,1348.2
2022-02-01,Guyana,Suriname,1348.2,1500.0
2022-02-01,Lebanon,Iraq,1500.3,1667.1
2022-02-01,Iraq,Lebanon,1667.1,1500.3
2022-02-01,Iran,United Arab Emirates,1939.5,1635.6
2022-02-01,United Arab Emirates,Iran,1635.6,1939.5
2022-02-01,Syria,South Korea,1544.6,1893.7
2022-02-01,South Korea,Syria,1893.7,1544.6
2022-02-01,Vietnam,China,1477.5,1633.1
2022-02-01,China,Vietnam,1633.1,1477.5
2022-02-01,Japan,Saudi Arabia,1870.9,1763.7
2022-02-01,Saudi Arabia,Japan,1763.7,1870.9
2022-02-01,Oman,Australia,1627.9,1842.2
2022-02-01,Australia,Oman,1842.2,1627.9
2022-02-01,Bolivia,Chile,1728.8,1851.7
2022-02-01,Chile,Bolivia,1851.7,1728.8
2022-02-01,Uruguay,Venezuela,1927.4,1767.4
2022-02-01,Venezuela,Uruguay,1767.4,1927.4
2022-02-01,Argentina,Colombia,2174.0,1941.9
2022-02-01,Colombia,Argentina,1941.9,2174.0
2022-02-01,Peru,Ecuador,1928.1,1925.3
2022-02-01,Ecuador,Peru,1925.3,1928.1
2022-02-01,Brazil,Paraguay,2197.8,1773.3
2022-02-01,Paraguay,Brazil,1773.3,2197.8
2022-02-02,Burkina Faso,Senegal,1690.9,1825.3
2022-02-02,Senegal,Burkina Faso,1825.3,1690.9
2022-02-02,United States,Honduras,1945.1,1556.6
2022-02-02,Honduras,United States,1556.6,1945.1
2022-02-02,Jamaica,Costa Rica,1679.8,1762.5
2022-02-02,Costa Rica,Jamaica,1762.5,1679.8
2022-02-02,El Salvador,Canada,1664.9,1948.8
2022-02-02,Canada,El Salvador,1948.8,1664.9
2022-02-02,Mexico,Panama,1941.3,1747.7
2022-02-02,Panama,Mexico,1747.7,1941.3
2022-02-03,Cameroon,Egypt,1740.1,1787.4
2022-02-03,Egypt,Cameroon,1787.4,1740.1
2022-02-05,Cameroon,Burkina Faso,1736.4,1667.2
2022-02-05,Burkina Faso,Cameroon,1667.2,1736.4
2022-02-06,Senegal,Egypt,1849.0,1791.1
2022-02-06,Egypt,Senegal,1791.1,1849.0
2022-03-17,Cook Islands,Solomon Islands,1240.5,1504.8
2022-03-17,Solomon Islands,Cook Islands,1504.8,1240.5
2022-03-18,Papua New Guinea,New Zealand,1492.8,1668.8
2022-03-18,New Zealand,Papua New Guinea,1668.8,1492.8
2022-03-18,New Caledonia,Fiji,1612.0,1554.8
2022-03-18,Fiji,New Caledonia,1554.8,1612.0
2022-03-18,Iraq,Zambia,1663.4,1541.3
2022-03-18,Zambia,Iraq,1541.3,1663.4
2022-03-19,Mauritius,Seychelles,1174.5,1083.3
2022-03-19,Seychelles,Mauritius,1083.3,1174.5
2022-03-21,Papua New Guinea,New Caledonia,1482.2,1588.7
2022-03-21,New Caledonia,Papua New Guinea,1588.7,1482.2
2022-03-21,New Zealand,Fiji,1679.5,1578.1
2022-03-21,Fiji,New Zealand,1578.1,1679.5
2022-03-23,Bahrain,India,1646.2,1379.3
2022-03-23,India,Bahrain,1379.3,1646.2
2022-03-23,Gibraltar,Grenada,1163.0,1302.1
2022-03-23,Grenada,Gibraltar,1302.1,1163.0
2022-03-23,Guinea-Bissau,Equatorial Guinea,1470.8,1589.5
2022-03-23,Equatorial Guinea,Guinea-Bissau,1589.5,1470.8
2022-03-23,Guadeloupe,Cape Verde,1429.2,1575.5
2022-03-23,Cape Verde,Guadeloupe,1575.5,1429.2
2022-03-23,Laos,Mongolia,917.5,1090.5
2022-03-23,Mongolia,Laos,1090.5,917.5
2022-03-23,Malaysia,Philippines,1332.7,1319.5
2022-03-23,Philippines,Malaysia,1319.5,1332.7
2022-03-23,Mozambique,Niger,1424.4,1368.9
2022-03-23,Niger,Mozambique,1368.9,1424.4
2022-03-23,Tanzania,Central African Republic,1435.7,1381.9
2022-03-23,Central African Republic,Tanzania,1381.9,1435.7
2022-03-23,Chad,Gambia,1295.1,1554.5
2022-03-23,Gambia,Chad,1554.5,1295.1
2022-03-23,Djibouti,South Sudan,1048.0,1250.9
2022-03-23,South Sudan,Djibouti,1250.9,1048.0
2022-03-23,Seychelles,Lesotho,1088.3,1332.7
2022-03-23,Lesotho,Seychelles,1332.7,1088.3
2022-03-23,Somalia,Eswatini,1039.8,1325.2
2022-03-23,Eswatini,Somalia,1325.2,1039.8
2022-03-24,Jamaica,El Salvador,1658.8,1649.4
2022-03-24,El Salvador,Jamaica,1649.4,1658.8
2022-03-24,Mexico,United States,1947.6,1949.1
2022-03-24,United States,Mexico,1949.1,1947.6
2022-03-24,Panama,Honduras,1741.5,1552.6
2022-03-24,Honduras,Panama,1552.6,1741.5
2022-03-24,Costa Rica,Canada,1783.5,1964.2
2022-03-24,Canada,Costa Rica,1964.2,1783.5
2022-03-24,Lebanon,Syria,1504.1,1537.5
2022-03-24,Syria,Lebanon,1537.5,1504.1
2022-03-24,Iraq,United Arab Emirates,1669.9,1632.0
2022-03-24,United Arab Emirates,Iraq,1632.0,1669.9
2022-03-24,South Korea,Iran,1900.7,1943.1
2022-03-24,Iran,South Korea,1943.1,1900.7
2022-03-24,China,Saudi Arabia,1598.3,1749.7
2022-03-24,Saudi Arabia,China,1749.7,1598.3
2022-03-24,Vietnam,Oman,1512.3,1634.3
2022-03-24,Oman,Vietnam,1634.3,1512.3
2022-03-24,Australia,Japan,1835.8,1884.9
2022-03-24,Japan,Australia,1884.9,1835.8
2022-03-24,Solomon Islands,Tahiti,1515.6,1525.1
2022-03-24,Tahiti,Solomon Islands,1525.1,1515.6
2022-03-24,Fiji,Papua New Guinea,1551.2,1508.1
2022-03-24,Papua New Guinea,Fiji,1508.1,1551.2
2022-03-24,New Zealand,New Caledonia,1706.3,1562.8
2022-03-24,New Caledonia,New Zealand,1562.8,1706.3
2022-03-24,Colombia,Bolivia,1936.8,1710.1
2022-03-24,Bolivia,Colombia,1710.1,1936.8
2022-03-24,Brazil,Chile,2201.3,1870.4
2022-03-24,Chile,Brazil,1870.4,2201.3
2022-03-24,Paraguay,Ecuador,1769.8,1931.1
2022-03-24,Ecuador,Paraguay,1931.1,1769.8
2022-03-24,Uruguay,Peru,1940.2,1922.4
2022-03-24,Peru,Uruguay,1922.4,1940.2
2022-03-24,Italy,North Macedonia,2083.9,1684.9
2022-03-24,North Macedonia,Italy,1684.9,2083.9
2022-03-24,Portugal,Turkey,2021.3,1774.7
2022-03-24,Turkey,Portugal,1774.7,2021.3
2022-03-24,Sweden,Czech Republic,1871.1,1878.8
2022-03-24,Czech Republic,Sweden,1878.8,1871.1
2022-03-24,Wales,Austria,1879.8,1773.9
2022-03-24,Austria,Wales,1773.9,1879.8
2022-03-24,Armenia,Montenegro,1556.6,1559.5
2022-03-24,Montenegro,Armenia,1559.5,1556.6
2022-03-24,Guatemala,Cuba,1599.2,1386.4
2022-03-24,Cuba,Guatemala,1386.4,1599.2
2022-03-24,Hungary,Serbia,1776.0,1897.6
2022-03-24,Serbia,Hungary,1897.6,1776.0
2022-03-24,Kosovo,Burkina Faso,1536.2,1678.5
2022-03-24,Burkina Faso,Kosovo,1678.5,1536.2
2022-03-24,Liberia,Benin,1447.5,1551.9
2022-03-24,Benin,Liberia,1551.9,1447.5
2022-03-24,Maldives,Bangladesh,1110.2,1072.3
2022-03-24,Bangladesh,Maldives,1072.3,1110.2
2022-03-24,Scotland,Poland,1775.5,1819.9
2022-03-24,Poland,Scotland,1819.9,1775.5
2022-03-24,Thailand,Nepal,1521.1,1167.0
2022-03-24,Nepal,Thailand,1167.0,1521.1
2022-03-24,Togo,Sierra Leone,1448.2,1496.8
2022-03-24,Sierra Leone,Togo,1496.8,1448.2
2022-03-24,Estonia,Cyprus,1487.8,1338.0
2022-03-24,Cyprus,Estonia,1338.0,1487.8
2022-03-24,Moldova,Kazakhstan,1231.4,1396.7
2022-03-24,Kazakhstan,Moldova,1396.7,1231.4
2022-03-24,Mauritius,São Tomé and Príncipe,1169.5,1218.4
2022-03-24,São Tomé and Príncipe,Mauritius,1218.4,1169.5
2022-03-25,Cameroon,Algeria,1725.1,1793.8
2022-03-25,Algeria,Cameroon,1793.8,1725.1
2022-03-25,DR Congo,Morocco,1611.9,1829.1
2022-03-25,Morocco,DR Congo,1829.1,1611.9
2022-03-25,Egypt,Senegal,1795.3,1844.9
2022-03-25,Senegal,Egypt,1844.9,1795.3
2022-03-25,Ghana,Nigeria,1640.8,1754.1
2022-03-25,Nigeria,Ghana,1754.1,1640.8
2022-03-25,Mali,Tunisia,1744.3,1701.9
2022-03-25,Tunisia,Mali,1701.9,1744.3
2022-03-25,Argentina,Venezuela,2179.1,1754.6
2022-03-25,Venezuela,Argentina,1754.6,2179.1
2022-03-25,Andorra,Saint Kitts and Nevis,1109.6,1383.9
2022-03-25,Saint Kitts and Nevis,Andorra,1383.9,1109.6
2022-03-25,Bosnia and Herzegovina,Georgia,1650.7,1606.7
2022-03-25,Georgia,Bosnia and Herzegovina,1606.7,1650.7
2022-03-25,Cape Verde,Liechtenstein,1584.5,1158.6
2022-03-25,Liechtenstein,Cape Verde,1158.6,1584.5
2022-03-25,Comoros,Ethiopia,1399.1,1460.3
2022-03-25,Ethiopia,Comoros,1460.3,1399.1
2022-03-25,Congo,Zambia,1430.3,1534.8
2022-03-25,Zambia,Congo,1534.8,1430.3
2022-03-25,France,Ivory Coast,2153.9,1788.7
2022-03-25,Ivory Coast,France,1788.7,2153.9
2022-03-25,Latvia,Kuwait,1386.4,1453.5
2022-03-25,Kuwait,Latvia,1453.5,1386.4
2022-03-25,Luxembourg,Northern Ireland,1450.6,1650.1
2022-03-25,Northern Ireland,Luxembourg,1650.1,1450.6
2022-03-25,Malta,Azerbaijan,1280.3,1370.5
2022-03-25,Azerbaijan,Malta,1370.5,1280.3
2022-03-25,Norway,Slovakia,1757.9,1712.9
2022-03-25,Slovakia,Norway,1712.9,1757.9
2022-03-25,Romania,Greece,1732.0,1724.3
2022-03-25,Greece,Romania,1724.3,1732.0
2022-03-25,San Marino,Lithuania,874.1,1369.0
2022-03-25,Lithuania,San Marino,1369.0,874.1
2022-03-25,South Africa,Guinea,1652.7,1497.1
2022-03-25,Guinea,South Africa,1497.1,1652.7
2022-03-25,Tajikistan,Uganda,1417.3,1560.9
2022-03-25,Uganda,Tajikistan,1560.9,1417.3
2022-03-25,Trinidad and Tobago,Barbados,1529.1,1261.6
2022-03-25,Barbados,Trinidad and Tobago,1261.6,1529.1
2022-03-25,Uzbekistan,Kyrgyzstan,1638.4,1448.3
2022-03-25,Kyrgyzstan,Uzbekistan,1448.3,1638.4
