season,Date,HomeTeam,AwayTeam,FTR,dc_pA,dc_pD,dc_pH,dcx_pA,dcx_pD,dcx_pH
2020-21,2021-05-23,Arsenal,Brighton,H,0.1624,0.2609,0.5767,0.2828,0.2942,0.423
2020-21,2021-05-23,Sheffield United,Burnley,H,0.4004,0.3477,0.2519,0.2828,0.2942,0.423
2020-21,2021-05-23,Man City,Everton,H,0.0656,0.158,0.7764,0.2828,0.2942,0.423
2020-21,2021-05-23,Liverpool,Crystal Palace,H,0.0922,0.1748,0.733,0.2828,0.2942,0.423
2020-21,2021-05-23,Leicester,Tottenham,A,0.3179,0.2565,0.4255,0.2828,0.2942,0.423
2020-21,2021-05-23,Aston Villa,Chelsea,H,0.4794,0.2784,0.2421,0.2828,0.2942,0.423
2020-21,2021-05-23,West Ham,Southampton,H,0.242,0.2502,0.5078,0.2828,0.2942,0.423
2021-22,2021-08-13,Brentford,Arsenal,H,0.4011,0.2821,0.3168,0.29,0.26,0.45
2021-22,2021-08-13,M'gladbach,Bayern Munich,D,0.6192,0.1887,0.1921,0.29,0.26,0.45
2021-22,2021-08-13,Valencia,Getafe,H,0.2565,0.3183,0.4252,0.2828,0.2942,0.423
2021-22,2021-08-14,Wolfsburg,Bochum,H,0.0694,0.1156,0.815,0.29,0.26,0.45
2021-22,2021-08-14,Norwich,Liverpool,A,0.8123,0.1396,0.0481,0.29,0.26,0.45
2021-22,2021-08-14,Cadiz,Levante,D,0.4357,0.266,0.2983,0.2828,0.2942,0.423
2021-22,2021-08-14,Augsburg,Hoffenheim,A,0.4333,0.254,0.3128,0.2828,0.2942,0.423
2021-22,2021-08-14,Bielefeld,Freiburg,D,0.4794,0.2926,0.228,0.2828,0.2942,0.423
2021-22,2021-08-14,Stuttgart,Greuther Furth,H,0.1328,0.1686,0.6986,0.29,0.26,0.45
2021-22,2021-08-14,Union Berlin,Leverkusen,D,0.4096,0.2696,0.3208,0.2828,0.2942,0.423
2021-22,2021-08-14,Mallorca,Betis,D,0.3935,0.2638,0.3427,0.29,0.26,0.45
2021-22,2021-08-14,Dortmund,Ein Frankfurt,H,0.1826,0.1815,0.6359,0.2828,0.2942,0.423
2021-22,2021-08-14,Watford,Aston Villa,H,0.4566,0.2562,0.2873,0.29,0.26,0.45
2021-22,2021-08-14,Osasuna,Espanol,D,0.2344,0.2892,0.4764,0.29,0.26,0.45
2021-22,2021-08-14,Man United,Leeds,H,0.2053,0.2184,0.5763,0.2828,0.2942,0.423
2021-22,2021-08-14,Burnley,Brighton,A,0.3173,0.3179,0.3648,0.2828,0.2942,0.423
2021-22,2021-08-14,Chelsea,Crystal Palace,H,0.1275,0.2237,0.6488,0.2828,0.2942,0.423
2021-22,2021-08-14,Everton,Southampton,H,0.2714,0.2595,0.4691,0.2828,0.2942,0.423
2021-22,2021-08-14,Leicester,Wolves,H,0.2004,0.261,0.5385,0.2828,0.2942,0.423
2021-22,2021-08-14,Alaves,Real Madrid,A,0.6844,0.2036,0.112,0.2828,0.2942,0.423
2021-22,2021-08-15,FC Koln,Hertha,H,0.3806,0.264,0.3555,0.2828,0.2942,0.423
2021-22,2021-08-15,Mainz,RB Leipzig,H,0.5835,0.2299,0.1866,0.2828,0.2942,0.423
2021-22,2021-08-15,Barcelona,Sociedad,H,0.1467,0.1899,0.6633,0.2828,0.2942,0.423
2021-22,2021-08-15,Celta,Ath Madrid,A,0.5755,0.2554,0.1692,0.2828,0.2942,0.423
2021-22,2021-08-15,Tottenham,Man City,H,0.5615,0.2356,0.2029,0.2828,0.2942,0.423
2021-22,2021-08-15,Newcastle,West Ham,A,0.4017,0.2645,0.3339,0.2828,0.2942,0.423
2021-22,2021-08-15,Sevilla,Vallecano,H,0.1752,0.2371,0.5877,0.29,0.26,0.45
2021-22,2021-08-16,Villarreal,Granada,D,0.1756,0.2188,0.6056,0.2828,0.2942,0.423
2021-22,2021-08-16,Elche,Ath Bilbao,D,0.4693,0.2958,0.235,0.2828,0.2942,0.423
2021-22,2021-08-20,Betis,Cadiz,D,0.1907,0.2419,0.5674,0.2828,0.2942,0.423
2021-22,2021-08-20,RB Leipzig,Stuttgart,H,0.1431,0.195,0.6619,0.2828,0.2942,0.423
2021-22,2021-08-21,Granada,Valencia,D,0.376,0.2625,0.3615,0.2828,0.2942,0.423
2021-22,2021-08-21,Bochum,Mainz,H,0.5578,0.211,0.2312,0.29,0.26,0.45
2021-22,2021-08-21,Ein Frankfurt,Augsburg,D,0.2028,0.2148,0.5823,0.2828,0.2942,0.423
2021-22,2021-08-21,Freiburg,Dortmund,H,0.5423,0.2226,0.2351,0.2828,0.2942,0.423
2021-22,2021-08-21,Greuther Furth,Bielefeld,D,0.3675,0.2814,0.3511,0.29,0.26,0.45
2021-22,2021-08-21,Hertha,Wolfsburg,A,0.4289,0.2681,0.303,0.2828,0.2942,0.423
2021-22,2021-08-21,Leverkusen,M'gladbach,H,0.3036,0.2431,0.4533,0.29,0.26,0.45
2021-22,2021-08-21,Alaves,Mallorca,A,0.356,0.2841,0.3599,0.29,0.26,0.45
2021-22,2021-08-21,Ath Bilbao,Barcelona,D,0.5535,0.2367,0.2099,0.2828,0.2942,0.423
2021-22,2021-08-21,Aston Villa,Newcastle,H,0.2648,0.2584,0.4768,0.2828,0.2942,0.423
2021-22,2021-08-21,Crystal Palace,Brentford,D,0.4122,0.2865,0.3013,0.29,0.26,0.45
2021-22,2021-08-21,Leeds,Everton,D,0.2568,0.2436,0.4996,0.2828,0.2942,0.423
2021-22,2021-08-21,Man City,Norwich,H,0.0131,0.0659,0.9211,0.29,0.26,0.45
2021-22,2021-08-21,Brighton,Watford,H,0.2512,0.28,0.4688,0.29,0.26,0.45
2021-22,2021-08-21,Liverpool,Burnley,H,0.0988,0.1826,0.7186,0.2828,0.2942,0.423
2021-22,2021-08-21,Espanol,Villarreal,D,0.5556,0.2541,0.1902,0.29,0.26,0.45
2021-22,2021-08-22,Hoffenheim,Union Berlin,D,0.3051,0.2587,0.4362,0.2828,0.2942,0.423
2021-22,2021-08-22,Ath Madrid,Elche,H,0.0707,0.1963,0.7329,0.2828,0.2942,0.423
2021-22,2021-08-22,Bayern Munich,FC Koln,H,0.0444,0.0876,0.868,0.2828,0.2942,0.423
2021-22,2021-08-22,Sociedad,Vallecano,H,0.226,0.2462,0.5277,0.29,0.26,0.45
2021-22,2021-08-22,Wolves,Tottenham,A,0.4662,0.2744,0.2594,0.2828,0.2942,0.423
2021-22,2021-08-22,Levante,Real Madrid,D,0.6311,0.2114,0.1575,0.2828,0.2942,0.423
2021-22,2021-08-22,Southampton,Man United,D,0.585,0.2243,0.1907,0.2828,0.2942,0.423
2021-22,2021-08-22,Arsenal,Chelsea,A,0.3601,0.291,0.3488,0.2828,0.2942,0.423
2021-22,2021-08-23,Getafe,Sevilla,A,0.4238,0.3371,0.2392,0.2828,0.2942,0.423
2021-22,2021-08-23,Osasuna,Celta,D,0.3373,0.27,0.3926,0.2828,0.2942,0.423
2021-22,2021-08-23,West Ham,Leicester,H,0.415,0.2537,0.3313,0.2828,0.2942,0.423
2021-22,2021-08-27,Valencia,Alaves,H,0.1873,0.2479,0.5649,0.2828,0.2942,0.423
2021-22,2021-08-27,Dortmund,Hoffenheim,H,0.1798,0.1864,0.6339,0.2828,0.2942,0.423
2021-22,2021-08-27,Mallorca,Espanol,H,0.2636,0.293,0.4434,0.2828,0.2942,0.423
2021-22,2021-08-28,Liverpool,Chelsea,D,0.2579,0.2644,0.4777,0.2828,0.2942,0.423
2021-22,2021-08-28,Man City,Arsenal,H,0.1182,0.1921,0.6897,0.2828,0.2942,0.423
2021-22,2021-08-28,Norwich,Leicester,A,0.6547,0.1943,0.1511,0.2828,0.2942,0.423
2021-22,2021-08-28,Newcastle,Southampton,D,0.3288,0.2668,0.4044,0.2828,0.2942,0.423
2021-22,2021-08-28,Brighton,Everton,A,0.3457,0.303,0.3513,0.2828,0.2942,0.423
2021-22,2021-08-28,Aston Villa,Brentford,D,0.4607,0.2972,0.2421,0.2828,0.2942,0.423
2021-22,2021-08-28,Augsburg,Leverkusen,A,0.5368,0.2423,0.2209,0.2828,0.2942,0.423
2021-22,2021-08-28,Bielefeld,Ein Frankfurt,D,0.5146,0.2652,0.2202,0.2828,0.2942,0.423
2021-22,2021-08-28,Mainz,Greuther Furth,H,0.1058,0.148,0.7462,0.29,0.26,0.45
2021-22,2021-08-28,Betis,Real Madrid,A,0.5879,0.2256,0.1865,0.2828,0.2942,0.423
2021-22,2021-08-28,Stuttgart,Freiburg,A,0.3394,0.2586,0.4019,0.2828,0.2942,0.423
2021-22,2021-08-28,Bayern Munich,Hertha,H,0.0714,0.1253,0.8032,0.2828,0.2942,0.423
2021-22,2021-08-28,Celta,Ath Bilbao,A,0.3583,0.2827,0.359,0.2828,0.2942,0.423
2021-22,2021-08-28,Elche,Sevilla,D,0.5389,0.2755,0.1856,0.2828,0.2942,0.423
2021-22,2021-08-28,Sociedad,Levante,H,0.227,0.2417,0.5313,0.2828,0.2942,0.423
2021-22,2021-08-28,West Ham,Crystal Palace,D,0.1786,0.2279,0.5935,0.2828,0.2942,0.423
2021-22,2021-08-28,FC Koln,Bochum,H,0.3171,0.2692,0.4137,0.2828,0.2942,0.423
2021-22,2021-08-29,Burnley,Leeds,D,0.4492,0.2572,0.2936,0.2828,0.2942,0.423
2021-22,2021-08-29,Wolves,Man United,A,0.5039,0.276,0.2201,0.2828,0.2942,0.423
2021-22,2021-08-29,Tottenham,Watford,H,0.1083,0.1699,0.7218,0.2828,0.2942,0.423
2021-22,2021-08-29,Ath Madrid,Villarreal,D,0.1961,0.2817,0.5221,0.2828,0.2942,0.423
2021-22,2021-08-29,Vallecano,Granada,H,0.3656,0.2739,0.3605,0.2828,0.2942,0.423
2021-22,2021-08-29,Cadiz,Osasuna,A,0.3809,0.3031,0.316,0.2828,0.2942,0.423
2021-22,2021-08-29,Wolfsburg,RB Leipzig,H,0.4212,0.2642,0.3146,0.2828,0.2942,0.423
2021-22,2021-08-29,Union Berlin,M'gladbach,H,0.3701,0.2605,0.3694,0.29,0.26,0.45
2021-22,2021-08-29,Barcelona,Getafe,H,0.0967,0.1921,0.7112,0.2828,0.2942,0.423
2021-22,2021-09-11,Brentford,Brighton,A,0.1473,0.3026,0.55,0.2828,0.2942,0.423
2021-22,2021-09-11,RB Leipzig,Bayern Munich,A,0.4943,0.2296,0.2761,0.2828,0.2942,0.423
2021-22,2021-09-11,Levante,Vallecano,D,0.3198,0.2599,0.4203,0.2828,0.2942,0.423
2021-22,2021-09-11,Ath Bilbao,Mallorca,H,0.2102,0.2859,0.504,0.2828,0.2942,0.423
2021-22,2021-09-11,Leicester,Man City,A,0.6073,0.2278,0.1649,0.2828,0.2942,0.423
2021-22,2021-09-11,Chelsea,Aston Villa,H,0.1627,0.2455,0.5918,0.2828,0.2942,0.423
2021-22,2021-09-11,Watford,Wolves,A,0.3944,0.3135,0.2921,0.2828,0.2942,0.423
2021-22,2021-09-11,Arsenal,Norwich,H,0.0842,0.1466,0.7692,0.2828,0.2942,0.423
2021-22,2021-09-11,Man United,Newcastle,H,0.1169,0.1966,0.6865,0.2828,0.2942,0.423
2021-22,2021-09-11,Crystal Palace,Tottenham,H,0.5546,0.2482,0.1973,0.2828,0.2942,0.423
2021-22,2021-09-11,Freiburg,FC Koln,D,0.2424,0.2482,0.5094,0.2828,0.2942,0.423
2021-22,2021-09-11,Hoffenheim,Mainz,A,0.231,0.2379,0.5311,0.2828,0.2942,0.423
2021-22,2021-09-11,Greuther Furth,Wolfsburg,A,0.7335,0.1717,0.0947,0.29,0.26,0.45
2021-22,2021-09-11,Leverkusen,Dortmund,A,0.3948,0.2375,0.3676,0.2828,0.2942,0.423
2021-22,2021-09-11,Union Berlin,Augsburg,D,0.2068,0.2571,0.5361,0.2828,0.2942,0.423
2021-22,2021-09-11,Southampton,West Ham,D,0.4225,0.2518,0.3257,0.2828,0.2942,0.423
2021-22,2021-09-12,M'gladbach,Bielefeld,H,0.1196,0.2245,0.656,0.29,0.26,0.45
2021-22,2021-09-12,Leeds,Liverpool,A,0.53,0.2228,0.2472,0.2828,0.2942,0.423
2021-22,2021-09-12,Real Madrid,Celta,H,0.1157,0.1837,0.7006,0.2828,0.2942,0.423
2021-22,2021-09-12,Cadiz,Sociedad,A,0.5336,0.2612,0.2052,0.2828,0.2942,0.423
2021-22,2021-09-12,Osasuna,Valencia,A,0.3629,0.2896,0.3475,0.2828,0.2942,0.423
2021-22,2021-09-12,Ein Frankfurt,Stuttgart,D,0.2651,0.219,0.5159,0.2828,0.2942,0.423
2021-22,2021-09-12,Espanol,Ath Madrid,A,0.6096,0.2732,0.1172,0.2828,0.2942,0.423
2021-22,2021-09-12,Bochum,Hertha,A,0.326,0.281,0.3931,0.2828,0.2942,0.423
2021-22,2021-09-13,Getafe,Elche,A,0.2179,0.354,0.4281,0.2828,0.2942,0.423
2021-22,2021-09-13,Granada,Betis,A,0.3616,0.2695,0.3689,0.2828,0.2942,0.423
2021-22,2021-09-13,Everton,Burnley,H,0.222,0.2853,0.4927,0.2828,0.2942,0.423
2021-22,2021-09-17,Newcastle,Leeds,D,0.4572,0.2411,0.3017,0.2828,0.2942,0.423
2021-22,2021-09-17,Celta,Cadiz,A,0.1871,0.2356,0.5774,0.2828,0.2942,0.423
2021-22,2021-09-17,Hertha,Greuther Furth,H,0.1164,0.1858,0.6978,0.29,0.26,0.45
2021-22,2021-09-18,Alaves,Osasuna,A,0.3992,0.3041,0.2968,0.2828,0.2942,0.423
2021-22,2021-09-18,Bayern Munich,Bochum,H,0.0482,0.1013,0.8504,0.2828,0.2942,0.423
2021-22,2021-09-18,Bielefeld,Hoffenheim,D,0.5326,0.2718,0.1956,0.2828,0.2942,0.423
2021-22,2021-09-18,Ath Madrid,Ath Bilbao,D,0.1515,0.2963,0.5522,0.2828,0.2942,0.423
2021-22,2021-09-18,FC Koln,RB Leipzig,D,0.5996,0.2215,0.1789,0.2828,0.2942,0.423
2021-22,2021-09-18,Mainz,Freiburg,D,0.3735,0.2773,0.3492,0.2828,0.2942,0.423
2021-22,2021-09-18,Wolves,Brentford,A,0.4199,0.3549,0.2253,0.2828,0.2942,0.423
2021-22,2021-09-18,Vallecano,Getafe,H,0.2774,0.3288,0.3938,0.2828,0.2942,0.423
2021-22,2021-09-18,Elche,Levante,D,0.4131,0.2886,0.2983,0.2828,0.2942,0.423
2021-22,2021-09-18,Liverpool,Crystal Palace,H,0.0893,0.1753,0.7353,0.2828,0.2942,0.423
2021-22,2021-09-18,Norwich,Watford,A,0.4038,0.2579,0.3384,0.2828,0.2942,0.423
2021-22,2021-09-18,Burnley,Arsenal,A,0.4875,0.2805,0.232,0.2828,0.2942,0.423
2021-22,2021-09-18,Aston Villa,Everton,H,0.3304,0.2777,0.3919,0.2828,0.2942,0.423
2021-22,2021-09-18,Augsburg,M'gladbach,H,0.507,0.244,0.249,0.29,0.26,0.45
2021-22,2021-09-18,Man City,Southampton,D,0.047,0.1163,0.8367,0.2828,0.2942,0.423
2021-22,2021-09-19,Betis,Espanol,D,0.2092,0.283,0.5078,0.2828,0.2942,0.423
2021-22,2021-09-19,Tottenham,Chelsea,A,0.3528,0.2879,0.3592,0.2828,0.2942,0.423
2021-22,2021-09-19,West Ham,Man United,A,0.4672,0.2525,0.2803,0.2828,0.2942,0.423
2021-22,2021-09-19,Dortmund,Union Berlin,H,0.173,0.2084,0.6186,0.2828,0.2942,0.423
2021-22,2021-09-19,Brighton,Leicester,H,0.4689,0.2824,0.2488,0.2828,0.2942,0.423
2021-22,2021-09-19,Mallorca,Villarreal,D,0.4922,0.268,0.2398,0.2828,0.2942,0.423
2021-22,2021-09-19,Valencia,Real Madrid,A,0.5402,0.2486,0.2112,0.2828,0.2942,0.423
2021-22,2021-09-19,Sociedad,Sevilla,D,0.3744,0.2968,0.3287,0.2828,0.2942,0.423
2021-22,2021-09-19,Stuttgart,Leverkusen,A,0.4838,0.2388,0.2774,0.2828,0.2942,0.423
2021-22,2021-09-19,Wolfsburg,Ein Frankfurt,D,0.2652,0.2421,0.4926,0.2828,0.2942,0.423
2021-22,2021-09-20,Barcelona,Granada,D,0.0886,0.1416,0.7699,0.2828,0.2942,0.423
2021-22,2021-09-21,Levante,Celta,A,0.3347,0.2537,0.4115,0.2828,0.2942,0.423
2021-22,2021-09-21,Ath Bilbao,Vallecano,A,0.2411,0.2847,0.4742,0.2828,0.2942,0.423
2021-22,2021-09-21,Getafe,Ath Madrid,A,0.5093,0.3391,0.1516,0.2828,0.2942,0.423
2021-22,2021-09-22,Sevilla,Valencia,H,0.2163,0.2677,0.516,0.2828,0.2942,0.423
2021-22,2021-09-22,Villarreal,Elche,H,0.1262,0.2307,0.6432,0.2828,0.2942,0.423
2021-22,2021-09-22,Real Madrid,Mallorca,H,0.0939,0.1794,0.7268,0.2828,0.2942,0.423
2021-22,2021-09-22,Espanol,Alaves,H,0.2817,0.3215,0.3968,0.2828,0.2942,0.423
2021-22,2021-09-23,Granada,Sociedad,A,0.4247,0.2717,0.3036,0.2828,0.2942,0.423
2021-22,2021-09-23,Osasuna,Betis,A,0.3362,0.2897,0.3741,0.2828,0.2942,0.423
2021-22,2021-09-23,Cadiz,Barcelona,D,0.7663,0.1483,0.0854,0.2828,0.2942,0.423
2021-22,2021-09-24,Greuther Furth,Bayern Munich,A,0.9442,0.0409,0.0149,0.29,0.26,0.45
2021-22,2021-09-25,Ein Frankfurt,FC Koln,D,0.2212,0.2241,0.5547,0.2828,0.2942,0.423
2021-22,2021-09-25,Hoffenheim,Wolfsburg,H,0.3846,0.2722,0.3432,0.2828,0.2942,0.423
2021-22,2021-09-25,Leverkusen,Mainz,H,0.1793,0.2346,0.5861,0.2828,0.2942,0.423
2021-22,2021-09-25,RB Leipzig,Hertha,H,0.1498,0.2116,0.6387,0.2828,0.2942,0.423
2021-22,2021-09-25,M'gladbach,Dortmund,H,0.4865,0.2187,0.2948,0.29,0.26,0.45
2021-22,2021-09-25,Alaves,Ath Madrid,H,0.6201,0.2657,0.1142,0.2828,0.2942,0.423
2021-22,2021-09-25,Union Berlin,Bielefeld,H,0.191,0.2923,0.5168,0.2828,0.2942,0.423
2021-22,2021-09-25,Valencia,Ath Bilbao,D,0.3237,0.3022,0.3741,0.2828,0.2942,0.423
2021-22,2021-09-25,Sevilla,Espanol,H,0.1327,0.2687,0.5986,0.2828,0.2942,0.423
2021-22,2021-09-25,Brentford,Liverpool,D,0.3406,0.3453,0.314,0.2828,0.2942,0.423
2021-22,2021-09-25,Leicester,Burnley,D,0.1679,0.2547,0.5775,0.2828,0.2942,0.423
2021-22,2021-09-25,Watford,Newcastle,D,0.371,0.2767,0.3523,0.2828,0.2942,0.423
2021-22,2021-09-25,Everton,Norwich,H,0.123,0.2055,0.6715,0.2828,0.2942,0.423
2021-22,2021-09-25,Man United,Aston Villa,A,0.1709,0.228,0.6011,0.2828,0.2942,0.423
2021-22,2021-09-25,Chelsea,Man City,A,0.4538,0.3055,0.2407,0.2828,0.2942,0.423
2021-22,2021-09-25,Real Madrid,Villarreal,D,0.175,0.2396,0.5854,0.2828,0.2942,0.423
2021-22,2021-09-25,Leeds,West Ham,A,0.3794,0.257,0.3636,0.2828,0.2942,0.423
2021-22,2021-09-26,Freiburg,Augsburg,H,0.2249,0.2723,0.5028,0.2828,0.2942,0.423
2021-22,2021-09-26,Arsenal,Tottenham,H,0.3232,0.2705,0.4063,0.2828,0.2942,0.423
2021-22,2021-09-26,Betis,Getafe,H,0.229,0.3177,0.4533,0.2828,0.2942,0.423
2021-22,2021-09-26,Bochum,Stuttgart,D,0.5532,0.2333,0.2135,0.2828,0.2942,0.423
2021-22,2021-09-26,Barcelona,Levante,H,0.0922,0.1443,0.7634,0.2828,0.2942,0.423
2021-22,2021-09-26,Mallorca,Osasuna,A,0.3541,0.2989,0.347,0.2828,0.2942,0.423
2021-22,2021-09-26,Sociedad,Elche,H,0.1614,0.2615,0.5771,0.2828,0.2942,0.423
2021-22,2021-09-26,Vallecano,Cadiz,H,0.1873,0.25,0.5627,0.2828,0.2942,0.423
2021-22,2021-09-26,Southampton,Wolves,A,0.3012,0.3063,0.3925,0.2828,0.2942,0.423
2021-22,2021-09-27,Celta,Granada,H,0.2918,0.253,0.4553,0.2828,0.2942,0.423
2021-22,2021-09-27,Crystal Palace,Brighton,D,0.3212,0.3253,0.3535,0.2828,0.2942,0.423
2021-22,2021-10-01,Ath Bilbao,Alaves,H,0.1477,0.2804,0.5719,0.2828,0.2942,0.423
2021-22,2021-10-01,FC Koln,Greuther Furth,H,0.1349,0.2183,0.6468,0.29,0.26,0.45
2021-22,2021-10-02,Mallorca,Levante,H,0.3975,0.2789,0.3236,0.2828,0.2942,0.423
2021-22,2021-10-02,Ath Madrid,Barcelona,H,0.3299,0.2875,0.3826,0.2828,0.2942,0.423
2021-22,2021-10-02,Cadiz,Valencia,D,0.4558,0.2779,0.2663,0.2828,0.2942,0.423
2021-22,2021-10-02,Man United,Everton,D,0.1675,0.2301,0.6023,0.2828,0.2942,0.423
2021-22,2021-10-02,RB Leipzig,Bochum,H,0.0554,0.1269,0.8177,0.2828,0.2942,0.423
2021-22,2021-10-02,Stuttgart,Hoffenheim,H,0.3634,0.2436,0.393,0.2828,0.2942,0.423
2021-22,2021-10-02,Hertha,Freiburg,A,0.3526,0.2785,0.3689,0.2828,0.2942,0.423
2021-22,2021-10-02,Wolfsburg,M'gladbach,A,0.283,0.264,0.453,0.29,0.26,0.45
2021-22,2021-10-02,Chelsea,Southampton,H,0.1386,0.2379,0.6234,0.2828,0.2942,0.423
2021-22,2021-10-02,Leeds,Watford,H,0.1949,0.2252,0.5799,0.2828,0.2942,0.423
2021-22,2021-10-02,Wolves,Newcastle,H,0.2581,0.3098,0.4321,0.2828,0.2942,0.423
2021-22,2021-10-02,Brighton,Arsenal,D,0.4153,0.3104,0.2743,0.2828,0.2942,0.423
2021-22,2021-10-02,Osasuna,Vallecano,H,0.3788,0.2818,0.3394,0.2828,0.2942,0.423
2021-22,2021-10-02,Burnley,Norwich,D,0.1919,0.2768,0.5313,0.2828,0.2942,0.423
2021-22,2021-10-02,Dortmund,Augsburg,H,0.0928,0.1522,0.755,0.2828,0.2942,0.423
2021-22,2021-10-03,West Ham,Brentford,A,0.3709,0.3404,0.2886,0.2828,0.2942,0.423
2021-22,2021-10-03,Bielefeld,Leverkusen,A,0.5341,0.2742,0.1917,0.2828,0.2942,0.423
2021-22,2021-10-03,Getafe,Sociedad,D,0.4004,0.3406,0.259,0.2828,0.2942,0.423
2021-22,2021-10-03,Liverpool,Man City,D,0.4409,0.2778,0.2813,0.2828,0.2942,0.423
2021-22,2021-10-03,Tottenham,Aston Villa,H,0.2378,0.2443,0.5179,0.2828,0.2942,0.423
2021-22,2021-10-03,Villarreal,Betis,H,0.223,0.2561,0.5209,0.2828,0.2942,0.423
2021-22,2021-10-03,Granada,Sevilla,H,0.4598,0.2864,0.2538,0.2828,0.2942,0.423
2021-22,2021-10-03,Elche,Celta,H,0.4135,0.2841,0.3025,0.2828,0.2942,0.423
2021-22,2021-10-03,Espanol,Real Madrid,H,0.6518,0.2287,0.1195,0.2828,0.2942,0.423
2021-22,2021-10-03,Bayern Munich,Ein Frankfurt,A,0.081,0.127,0.792,0.2828,0.2942,0.423
2021-22,2021-10-03,Crystal Palace,Leicester,D,0.4681,0.2765,0.2555,0.2828,0.2942,0.423
2021-22,2021-10-03,Mainz,Union Berlin,A,0.3471,0.2904,0.3625,0.2828,0.2942,0.423
2021-22,2021-10-15,Hoffenheim,FC Koln,H,0.2405,0.221,0.5384,0.2828,0.2942,0.423
2021-22,2021-10-16,Man City,Burnley,H,0.0495,0.1378,0.8127,0.2828,0.2942,0.423
2021-22,2021-10-16,Brentford,Chelsea,A,0.3341,0.3358,0.3301,0.2828,0.2942,0.423
2021-22,2021-10-16,Ein Frankfurt,Hertha,A,0.224,0.2171,0.5589,0.2828,0.2942,0.423
2021-22,2021-10-16,Southampton,Leeds,H,0.341,0.249,0.41,0.2828,0.2942,0.423
2021-22,2021-10-16,Dortmund,Mainz,H,0.1224,0.1689,0.7087,0.2828,0.2942,0.423
2021-22,2021-10-16,Norwich,Brighton,D,0.4735,0.3038,0.2227,0.2828,0.2942,0.423
2021-22,2021-10-16,Freiburg,RB Leipzig,D,0.4675,0.2522,0.2803,0.2828,0.2942,0.423
2021-22,2021-10-16,Watford,Liverpool,A,0.711,0.1732,0.1158,0.2828,0.2942,0.423
2021-22,2021-10-16,Union Berlin,Wolfsburg,H,0.3748,0.2805,0.3447,0.2828,0.2942,0.423
2021-22,2021-10-16,M'gladbach,Stuttgart,D,0.2272,0.2123,0.5606,0.29,0.26,0.45
2021-22,2021-10-16,Levante,Getafe,D,0.2554,0.3044,0.4402,0.2828,0.2942,0.423
2021-22,2021-10-16,Sociedad,Mallorca,H,0.1697,0.2317,0.5985,0.2828,0.2942,0.423
2021-22,2021-10-16,Aston Villa,Wolves,A,0.2643,0.2896,0.4461,0.2828,0.2942,0.423
2021-22,2021-10-16,Leicester,Man United,H,0.4164,0.2581,0.3255,0.2828,0.2942,0.423
2021-22,2021-10-16,Greuther Furth,Bochum,A,0.2923,0.3165,0.3912,0.29,0.26,0.45
2021-22,2021-10-17,Newcastle,Tottenham,A,0.4883,0.246,0.2658,0.2828,0.2942,0.423
2021-22,2021-10-17,Everton,West Ham,A,0.3513,0.256,0.3927,0.2828,0.2942,0.423
2021-22,2021-10-17,Leverkusen,Bayern Munich,A,0.5461,0.2178,0.2361,0.2828,0.2942,0.423
2021-22,2021-10-17,Augsburg,Bielefeld,D,0.2481,0.3,0.4519,0.2828,0.2942,0.423
2021-22,2021-10-17,Celta,Sevilla,A,0.4562,0.2687,0.2751,0.2828,0.2942,0.423
2021-22,2021-10-17,Villarreal,Osasuna,A,0.1837,0.24,0.5763,0.2828,0.2942,0.423
2021-22,2021-10-17,Barcelona,Valencia,H,0.1374,0.1721,0.6905,0.2828,0.2942,0.423
2021-22,2021-10-17,Vallecano,Elche,H,0.2043,0.2596,0.5362,0.2828,0.2942,0.423
2021-22,2021-10-18,Alaves,Betis,A,0.4569,0.2752,0.2679,0.2828,0.2942,0.423
2021-22,2021-10-18,Espanol,Cadiz,H,0.274,0.3049,0.4211,0.2828,0.2942,0.423
2021-22,2021-10-18,Arsenal,Crystal Palace,D,0.169,0.238,0.593,0.2828,0.2942,0.423
2021-22,2021-10-22,Arsenal,Aston Villa,H,0.25,0.2545,0.4954,0.2828,0.2942,0.423
2021-22,2021-10-22,Mainz,Augsburg,H,0.2659,0.2731,0.461,0.2828,0.2942,0.423
2021-22,2021-10-22,Osasuna,Granada,D,0.3317,0.2671,0.4012,0.2828,0.2942,0.423
2021-22,2021-10-23,Chelsea,Norwich,H,0.0529,0.1521,0.795,0.2828,0.2942,0.423
2021-22,2021-10-23,Elche,Espanol,D,0.3016,0.3241,0.3743,0.2828,0.2942,0.423
2021-22,2021-10-23,Valencia,Mallorca,D,0.1942,0.2318,0.574,0.2828,0.2942,0.423
2021-22,2021-10-23,Cadiz,Alaves,A,0.2794,0.3019,0.4187,0.2828,0.2942,0.423
2021-22,2021-10-23,Hertha,M'gladbach,H,0.4754,0.2371,0.2875,0.29,0.26,0.45
2021-22,2021-10-23,Ath Bilbao,Villarreal,H,0.3514,0.3033,0.3453,0.2828,0.2942,0.423
2021-22,2021-10-23,RB Leipzig,Greuther Furth,H,0.0409,0.1019,0.8572,0.29,0.26,0.45
2021-22,2021-10-23,Leeds,Wolves,D,0.2923,0.2856,0.4222,0.2828,0.2942,0.423
2021-22,2021-10-23,Crystal Palace,Newcastle,D,0.3133,0.2793,0.4074,0.2828,0.2942,0.423
